"Gene ID","source_id","Organism","Ortholog count","Paralog count","Ortholog Group","Genomic Location (Gene)"
"PRCDC_1030200","PRCDC_1030200.1","Plasmodium reichenowi CDC","127","1","OG6_104197","PrCDC_10_v3:1,195,692..1,196,348(-)"
"PRCDC_1030300","PRCDC_1030300.1","Plasmodium reichenowi CDC","127","1","OG6_104197","PrCDC_10_v3:1,198,086..1,198,739(-)"
"PRCDC_1030400","PRCDC_1030400.1","Plasmodium reichenowi CDC","60","0","OG6_532613","PrCDC_10_v3:1,199,495..1,200,219(-)"
"PRCDC_1030500","PRCDC_1030500.1","Plasmodium reichenowi CDC","64","0","OG6_103379","PrCDC_10_v3:1,202,018..1,203,112(+)"
"PRCDC_1030600","PRCDC_1030600.1","Plasmodium reichenowi CDC","45","0","OG6_110181","PrCDC_10_v3:1,204,671..1,207,069(+)"
"PRCDC_1030700","PRCDC_1030700.1","Plasmodium reichenowi CDC","52","0","OG6_104209","PrCDC_10_v3:1,209,378..1,213,146(+)"
"PRCDC_1030700","PRCDC_1030700.2","Plasmodium reichenowi CDC","52","0","OG6_104209","PrCDC_10_v3:1,209,378..1,213,146(+)"
"PRCDC_1030800","PRCDC_1030800.1","Plasmodium reichenowi CDC","29","0","OG6_533626","PrCDC_10_v3:1,214,817..1,218,612(+)"
"PRCDC_1030900","PRCDC_1030900.1","Plasmodium reichenowi CDC","48","0","OG6_145843","PrCDC_10_v3:1,220,444..1,223,332(+)"
"PRCDC_1031000","PRCDC_1031000.1","Plasmodium reichenowi CDC","59","0","OG6_104011","PrCDC_10_v3:1,225,926..1,226,698(+)"
"PRCDC_1031100","PRCDC_1031100.1","Plasmodium reichenowi CDC","61","0","OG6_134647","PrCDC_10_v3:1,227,113..1,228,773(-)"
"PRCDC_1031200","PRCDC_1031200.1","Plasmodium reichenowi CDC","58","0","OG6_532389","PrCDC_10_v3:1,229,318..1,232,113(-)"
"PRCDC_1031300","PRCDC_1031300.1","Plasmodium reichenowi CDC","56","0","OG6_107281","PrCDC_10_v3:1,232,519..1,234,840(-)"
"PRCDC_1031400","PRCDC_1031400.1","Plasmodium reichenowi CDC","15","0","OG6_106417","PrCDC_10_v3:1,237,971..1,241,576(+)"
"PRCDC_1031500","PRCDC_1031500.1","Plasmodium reichenowi CDC","58","0","OG6_532562","PrCDC_10_v3:1,242,785..1,243,635(-)"
"PRCDC_1031600","PRCDC_1031600.1","Plasmodium reichenowi CDC","53","0","OG6_533554","PrCDC_10_v3:1,244,293..1,246,980(+)"
"PRCDC_1031700","PRCDC_1031700.1","Plasmodium reichenowi CDC","56","0","OG6_100580","PrCDC_10_v3:1,247,134..1,249,421(-)"
"PRCDC_1031800","PRCDC_1031800.1","Plasmodium reichenowi CDC","60","0","OG6_113960","PrCDC_10_v3:1,250,754..1,252,137(-)"
"PRCDC_1031900","PRCDC_1031900.1","Plasmodium reichenowi CDC","61","0","OG6_142216","PrCDC_10_v3:1,253,474..1,254,526(+)"
"PRCDC_1032000","PRCDC_1032000.1","Plasmodium reichenowi CDC","29","0","OG6_132502","PrCDC_10_v3:1,255,006..1,256,352(-)"
"PRCDC_1032100","PRCDC_1032100.1","Plasmodium reichenowi CDC","62","0","OG6_102267","PrCDC_10_v3:1,257,511..1,258,999(-)"
"PRCDC_1032200","PRCDC_1032200.1","Plasmodium reichenowi CDC","60","0","OG6_532820","PrCDC_10_v3:1,259,948..1,265,131(-)"
"PRCDC_1032300","PRCDC_1032300.1","Plasmodium reichenowi CDC","62","0","OG6_139490","PrCDC_10_v3:1,265,887..1,267,512(+)"
"PRCDC_1032400","PRCDC_1032400.1","Plasmodium reichenowi CDC","61","0","OG6_100277","PrCDC_10_v3:1,268,249..1,272,475(-)"
"PRCDC_1032500","PRCDC_1032500.1","Plasmodium reichenowi CDC","27","0","OG6_532356","PrCDC_10_v3:1,279,237..1,280,304(+)"
"PRCDC_1032600","PRCDC_1032600.1","Plasmodium reichenowi CDC","60","0","OG6_140584","PrCDC_10_v3:1,282,116..1,282,799(-)"
"PRCDC_1032700","PRCDC_1032700.1","Plasmodium reichenowi CDC","235","2","OG6_101515","PrCDC_10_v3:1,283,771..1,284,637(+)"
"PRCDC_1032800","PRCDC_1032800.1","Plasmodium reichenowi CDC","59","0","OG6_102528","PrCDC_10_v3:1,285,748..1,287,873(+)"
"PRCDC_1032900","PRCDC_1032900.1","Plasmodium reichenowi CDC","59","0","OG6_102607","PrCDC_10_v3:1,288,233..1,290,956(-)"
"PRCDC_1033000","PRCDC_1033000.1","Plasmodium reichenowi CDC","62","0","OG6_110242","PrCDC_10_v3:1,292,542..1,294,397(+)"
"PRCDC_1033100","PRCDC_1033100.1","Plasmodium reichenowi CDC","63","0","OG6_139465","PrCDC_10_v3:1,295,316..1,297,419(+)"
"PRCDC_1033200","PRCDC_1033200.1","Plasmodium reichenowi CDC","60","0","OG6_102420","PrCDC_10_v3:1,298,602..1,299,794(-)"
"PRCDC_1033300","PRCDC_1033300.1","Plasmodium reichenowi CDC","61","0","OG6_101825","PrCDC_10_v3:1,303,681..1,305,663(-)"
"PRCDC_1033400","PRCDC_1033400.1","Plasmodium reichenowi CDC","58","0","OG6_146163","PrCDC_10_v3:1,306,560..1,307,492(-)"
"PRCDC_1033500","PRCDC_1033500.1","Plasmodium reichenowi CDC","61","0","OG6_101181","PrCDC_10_v3:1,307,897..1,308,541(+)"
"PRCDC_1033600","PRCDC_1033600.1","Plasmodium reichenowi CDC","37","0","OG6_533565","PrCDC_10_v3:1,309,531..1,311,114(+)"
"PRCDC_1033700","PRCDC_1033700.1","Plasmodium reichenowi CDC","61","0","OG6_100447","PrCDC_10_v3:1,311,680..1,313,575(-)"
"PRCDC_1033800","PRCDC_1033800.1","Plasmodium reichenowi CDC","55","0","OG6_102869","PrCDC_10_v3:1,315,068..1,320,659(+)"
"PRCDC_1033900","PRCDC_1033900.1","Plasmodium reichenowi CDC","55","0","OG6_533368","PrCDC_10_v3:1,321,333..1,322,259(-)"
"PRCDC_1034000","PRCDC_1034000.1","Plasmodium reichenowi CDC","68","0","OG6_103249","PrCDC_10_v3:1,323,260..1,323,796(+)"
"PRCDC_1034100","PRCDC_1034100.1","Plasmodium reichenowi CDC","61","0","OG6_149554","PrCDC_10_v3:1,324,523..1,326,794(+)"
"PRCDC_1034200","PRCDC_1034200.1","Plasmodium reichenowi CDC","120","1","OG6_101119","PrCDC_10_v3:1,328,026..1,330,704(+)"
"PRCDC_1034300","PRCDC_1034300.1","Plasmodium reichenowi CDC","57","0","OG6_101009","PrCDC_10_v3:1,331,247..1,334,285(-)"
"PRCDC_1034400","PRCDC_1034400.1","Plasmodium reichenowi CDC","26","0","OG6_532737","PrCDC_10_v3:1,336,096..1,337,781(+)"
"PRCDC_1034500","PRCDC_1034500.1","Plasmodium reichenowi CDC","3","0","OG6r21_132831","PrCDC_10_v3:1,339,509..1,340,045(+)"
"PRCDC_1034600","PRCDC_1034600.1","Plasmodium reichenowi CDC","27","0","OG6_533359","PrCDC_10_v3:1,342,697..1,346,320(+)"
"PRCDC_1034700","PRCDC_1034700.1","Plasmodium reichenowi CDC","115","2","OG6_160723","PrCDC_10_v3:1,347,620..1,348,717(+)"
"PRCDC_1034800","PRCDC_1034800.1","Plasmodium reichenowi CDC","115","2","OG6_160723","PrCDC_10_v3:1,350,698..1,351,978(+)"
"PRCDC_1034900","PRCDC_1034900.1","Plasmodium reichenowi CDC","25","0","OG6_532981","PrCDC_10_v3:1,352,882..1,354,126(+)"
"PRCDC_1035000","PRCDC_1035000.1","Plasmodium reichenowi CDC","115","2","OG6_160723","PrCDC_10_v3:1,356,759..1,358,810(+)"
"PRCDC_1035100","PRCDC_1035100.1","Plasmodium reichenowi CDC","34","0","OG6_113672","PrCDC_10_v3:1,363,825..1,365,564(+)"
"PRCDC_1035200","PRCDC_1035200.1","Plasmodium reichenowi CDC","23","0","OG6_168029","PrCDC_10_v3:1,366,897..1,368,534(+)"
"PRCDC_1035300","PRCDC_1035300.1","Plasmodium reichenowi CDC","28","0","OG6_533287","PrCDC_10_v3:1,369,991..1,371,214(+)"
"PRCDC_1035500","PRCDC_1035500.1","Plasmodium reichenowi CDC","834","4","OG6_100282","PrCDC_10_v3:1,379,245..1,380,801(+)"
"PRCDC_1035600","PRCDC_1035600.1","Plasmodium reichenowi CDC","21","0","OG6_532733","PrCDC_10_v3:1,382,657..1,384,702(+)"
"PRCDC_1035700","PRCDC_1035700.1","Plasmodium reichenowi CDC","62","0","OG6_139513","PrCDC_10_v3:1,385,583..1,386,692(+)"
"PRCDC_1035800","PRCDC_1035800.1","Plasmodium reichenowi CDC","119","1","OG6_101215","PrCDC_10_v3:1,387,041..1,388,655(-)"
"PRCDC_1035900","PRCDC_1035900.1","Plasmodium reichenowi CDC","62","0","OG6_101700","PrCDC_10_v3:1,389,840..1,392,715(-)"
"PRCDC_1036000","PRCDC_1036000.1","Plasmodium reichenowi CDC","38","0","OG6_533339","PrCDC_10_v3:1,393,673..1,399,097(-)"
"PRCDC_1036100","PRCDC_1036100.1","Plasmodium reichenowi CDC","35","0","OG6_533491","PrCDC_10_v3:1,403,505..1,410,860(+)"
"PRCDC_1036200","PRCDC_1036200.1","Plasmodium reichenowi CDC","59","0","OG6_133022","PrCDC_10_v3:1,411,284..1,413,518(-)"
"PRCDC_1036300","PRCDC_1036300.1","Plasmodium reichenowi CDC","62","0","OG6_532947","PrCDC_10_v3:1,414,828..1,418,173(+)"
"PRCDC_1036400","PRCDC_1036400.1","Plasmodium reichenowi CDC","62","0","OG6_100505","PrCDC_10_v3:1,419,247..1,420,152(-)"
"PRCDC_1036500","PRCDC_1036500.1","Plasmodium reichenowi CDC","22","0","OG6_533657","PrCDC_10_v3:1,422,976..1,426,521(-)"
"PRCDC_1036600","PRCDC_1036600.1","Plasmodium reichenowi CDC","63","0","OG6_100232","PrCDC_10_v3:1,429,105..1,431,234(+)"
"PRCDC_1036700","PRCDC_1036700.1","Plasmodium reichenowi CDC","60","0","OG6_100822","PrCDC_10_v3:1,432,512..1,435,535(+)"
"PRCDC_1036800","PRCDC_1036800.1","Plasmodium reichenowi CDC","60","0","OG6_103598","PrCDC_10_v3:1,437,110..1,437,794(+)"
"PRCDC_1036900","PRCDC_1036900.1","Plasmodium reichenowi CDC","61","0","OG6_104391","PrCDC_10_v3:1,438,232..1,443,203(-)"
"PRCDC_1037000","PRCDC_1037000.1","Plasmodium reichenowi CDC","57","0","OG6_533134","PrCDC_10_v3:1,444,050..1,445,390(-)"
"PRCDC_1037100","PRCDC_1037100.1","Plasmodium reichenowi CDC","61","0","OG6_135490","PrCDC_10_v3:1,446,934..1,447,998(+)"
"PRCDC_1037100","PRCDC_1037100.2","Plasmodium reichenowi CDC","61","0","OG6_135490","PrCDC_10_v3:1,446,934..1,447,998(+)"
"PRCDC_1037200","PRCDC_1037200.1","Plasmodium reichenowi CDC","53","0","OG6_533666","PrCDC_10_v3:1,448,685..1,451,660(-)"
"PRCDC_1037300","PRCDC_1037300.1","Plasmodium reichenowi CDC","41","0","OG6_215352","PrCDC_10_v3:1,452,426..1,452,907(+)"
"PRCDC_1037400","PRCDC_1037400.1","Plasmodium reichenowi CDC","55","0","OG6_112431","PrCDC_10_v3:1,453,285..1,455,496(-)"
"PRCDC_1037600","PRCDC_1037600.1","Plasmodium reichenowi CDC","21","0","OG6_533067","PrCDC_10_v3:1,466,367..1,467,637(-)"
"PRCDC_1037800","PRCDC_1037800.1","Plasmodium reichenowi CDC","290","7","OG6_102152","PrCDC_10_v3:1,473,280..1,476,166(+)"
"PRCDC_1037900","PRCDC_1037900.1","Plasmodium reichenowi CDC","647","10","OG6_100231","PrCDC_10_v3:1,478,198..1,479,277(+)"
"PRCDC_1038000","PRCDC_1038000.1","Plasmodium reichenowi CDC","6","0","OG6r21_114337","PrCDC_10_v3:1,479,659..1,479,991(-)"
"PRCDC_1038100","PRCDC_1038100.1","Plasmodium reichenowi CDC","562","17","OG6_111291","PrCDC_10_v3:1,486,047..1,489,140(+)"
"PRCDC_1038200","PRCDC_1038200.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_10_v3:1,490,737..1,492,198(+)"
"PRCDC_1038300","PRCDC_1038300.1","Plasmodium reichenowi CDC","89","6","OG6_215314","PrCDC_10_v3:1,497,135..1,497,950(-)"
"PRCDC_1038400","PRCDC_1038400.1","Plasmodium reichenowi CDC","162","4","OG6_160725","PrCDC_10_v3:1,500,067..1,500,846(-)"
"PRCDC_1038500","PRCDC_1038500.1","Plasmodium reichenowi CDC","136","2","OG6_160721","PrCDC_10_v3:1,502,322..1,503,124(+)"
"PRCDC_1038600","PRCDC_1038600.1","Plasmodium reichenowi CDC","903","29","OG6_110760","PrCDC_10_v3:1,505,372..1,506,166(+)"
"PRCDC_1038700","PRCDC_1038700.1","Plasmodium reichenowi CDC","846","55","OG6_109391","PrCDC_10_v3:1,507,956..1,508,971(-)"
"PRCDC_1038800","PRCDC_1038800.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_10_v3:1,511,290..1,512,488(-)"
"PRCDC_1039000","PRCDC_1039000.1","Plasmodium reichenowi CDC","2182","94","OG6_104345","PrCDC_10_v3:1,521,131..1,533,792(+)"
"PRCDC_1039100","PRCDC_1039100.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_10_v3:1,535,917..1,537,098(+)"
"PRCDC_1100100","PRCDC_1100100.1","Plasmodium reichenowi CDC","2182","94","OG6_104345","PrCDC_11_v3:7..10,800(-)"
"PRCDC_1100200","PRCDC_1100200.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_11_v3:14,889..16,102(+)"
"PRCDC_1100300","PRCDC_1100300.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_11_v3:18,078..19,137(+)"
"PRCDC_1100600","PRCDC_1100600.1","Plasmodium reichenowi CDC","58","3","OG6_146099","PrCDC_11_v3:27,654..28,215(+)"
"PRCDC_1100700","PRCDC_1100700.1","Plasmodium reichenowi CDC","290","7","OG6_102152","PrCDC_11_v3:29,011..30,872(-)"
"PRCDC_1100800","PRCDC_1100800.1","Plasmodium reichenowi CDC","7","0","OG6_105254","PrCDC_11_v3:33,645..35,096(-)"
"PRCDC_1100900","PRCDC_1100900.1","Plasmodium reichenowi CDC","86","1","OG6_102247","PrCDC_11_v3:38,211..40,166(-)"
"PRCDC_1101000","PRCDC_1101000.1","Plasmodium reichenowi CDC","231","8","OG6_131849","PrCDC_11_v3:43,002..45,141(-)"
"PRCDC_1101100","PRCDC_1101100.1","Plasmodium reichenowi CDC","31","0","OG6_533282","PrCDC_11_v3:47,467..48,372(-)"
"PRCDC_1101200","PRCDC_1101200.1","Plasmodium reichenowi CDC","282","5","OG6_141182","PrCDC_11_v3:52,290..52,565(+)"
"PRCDC_1101300","PRCDC_1101300.1","Plasmodium reichenowi CDC","282","5","OG6_141182","PrCDC_11_v3:55,200..55,484(-)"
"PRCDC_1101500","PRCDC_1101500.1","Plasmodium reichenowi CDC","27","0","OG6_533688","PrCDC_11_v3:61,926..62,308(+)"
"PRCDC_1101600","PRCDC_1101600.1","Plasmodium reichenowi CDC","62","0","OG6_101037","PrCDC_11_v3:63,273..64,009(-)"
"PRCDC_1101900","PRCDC_1101900.1","Plasmodium reichenowi CDC","63","0","OG6_108643","PrCDC_11_v3:69,721..73,947(+)"
"PRCDC_1102000","PRCDC_1102000.1","Plasmodium reichenowi CDC","65","0","OG6_159552","PrCDC_11_v3:74,326..77,576(-)"
"PRCDC_1102100","PRCDC_1102100.1","Plasmodium reichenowi CDC","61","0","OG6_171465","PrCDC_11_v3:79,647..81,143(+)"
"PRCDC_1102200","PRCDC_1102200.1","Plasmodium reichenowi CDC","121","1","OG6_100687","PrCDC_11_v3:83,052..83,789(+)"
"PRCDC_1102300","PRCDC_1102300.1","Plasmodium reichenowi CDC","99","0","OG6_101511","PrCDC_11_v3:86,806..97,092(+)"
"PRCDC_1102400","PRCDC_1102400.1","Plasmodium reichenowi CDC","53","0","OG6_206998","PrCDC_11_v3:98,270..98,455(+)"
"PRCDC_1102500","PRCDC_1102500.1","Plasmodium reichenowi CDC","64","0","OG6_101233","PrCDC_11_v3:98,621..100,802(-)"
"PRCDC_1102600","PRCDC_1102600.1","Plasmodium reichenowi CDC","62","0","OG6_532853","PrCDC_11_v3:102,532..104,122(-)"
"PRCDC_1102700","PRCDC_1102700.1","Plasmodium reichenowi CDC","65","0","OG6_100877","PrCDC_11_v3:105,309..110,127(-)"
"PRCDC_1102800","PRCDC_1102800.1","Plasmodium reichenowi CDC","0","0","OG6r21_495015","PrCDC_11_v3:113,664..117,208(-)"
"PRCDC_1102900","PRCDC_1102900.1","Plasmodium reichenowi CDC","61","0","OG6_119698","PrCDC_11_v3:119,549..121,104(+)"
"PRCDC_1103000","PRCDC_1103000.1","Plasmodium reichenowi CDC","60","0","OG6_215353","PrCDC_11_v3:121,797..123,740(-)"
"PRCDC_1103100","PRCDC_1103100.1","Plasmodium reichenowi CDC","61","0","OG6_102738","PrCDC_11_v3:124,363..126,285(+)"
"PRCDC_1103200","PRCDC_1103200.1","Plasmodium reichenowi CDC","59","0","OG6_101831","PrCDC_11_v3:126,625..127,861(-)"
"PRCDC_1103200","PRCDC_1103200.2","Plasmodium reichenowi CDC","59","0","OG6_101831","PrCDC_11_v3:126,625..127,861(-)"
"PRCDC_1103300","PRCDC_1103300.1","Plasmodium reichenowi CDC","61","0","OG6_108621","PrCDC_11_v3:129,489..131,794(+)"
"PRCDC_1103400","PRCDC_1103400.1","Plasmodium reichenowi CDC","62","0","OG6_127986","PrCDC_11_v3:136,802..142,396(+)"
"PRCDC_1103500","PRCDC_1103500.1","Plasmodium reichenowi CDC","57","0","OG6_100120","PrCDC_11_v3:144,599..144,910(-)"
"PRCDC_1103600","PRCDC_1103600.1","Plasmodium reichenowi CDC","121","1","OG6_100082","PrCDC_11_v3:148,840..149,193(+)"
"PRCDC_1103700","PRCDC_1103700.1","Plasmodium reichenowi CDC","59","0","OG6_103893","PrCDC_11_v3:150,917..153,892(-)"
"PRCDC_1103800","PRCDC_1103800.1","Plasmodium reichenowi CDC","59","0","OG6_532785","PrCDC_11_v3:154,863..157,283(-)"
"PRCDC_1103900","PRCDC_1103900.1","Plasmodium reichenowi CDC","62","0","OG6_100732","PrCDC_11_v3:158,776..160,272(-)"
"PRCDC_1104000","PRCDC_1104000.1","Plasmodium reichenowi CDC","61","0","OG6_533695","PrCDC_11_v3:162,800..163,735(+)"
"PRCDC_1104100","PRCDC_1104100.1","Plasmodium reichenowi CDC","60","0","OG6_532732","PrCDC_11_v3:164,371..166,719(-)"
"PRCDC_1104200","PRCDC_1104200.1","Plasmodium reichenowi CDC","110","1","OG6_101445","PrCDC_11_v3:170,420..171,940(+)"
"PRCDC_1104300","PRCDC_1104300.1","Plasmodium reichenowi CDC","61","0","OG6_131667","PrCDC_11_v3:173,858..175,788(+)"
"PRCDC_1104400","PRCDC_1104400.1","Plasmodium reichenowi CDC","55","0","OG6_533251","PrCDC_11_v3:177,455..177,853(+)"
"PRCDC_1104500","PRCDC_1104500.1","Plasmodium reichenowi CDC","60","0","OG6_101792","PrCDC_11_v3:178,468..179,895(-)"
"PRCDC_1104600","PRCDC_1104600.1","Plasmodium reichenowi CDC","59","0","OG6_101240","PrCDC_11_v3:181,488..182,692(+)"
"PRCDC_1104700","PRCDC_1104700.1","Plasmodium reichenowi CDC","61","0","OG6_532790","PrCDC_11_v3:183,569..186,065(+)"
"PRCDC_1104800","PRCDC_1104800.1","Plasmodium reichenowi CDC","58","0","OG6_156410","PrCDC_11_v3:186,338..189,198(-)"
"PRCDC_1104900","PRCDC_1104900.1","Plasmodium reichenowi CDC","59","0","OG6_532475","PrCDC_11_v3:190,167..190,517(+)"
"PRCDC_1105000","PRCDC_1105000.1","Plasmodium reichenowi CDC","62","0","OG6_143205","PrCDC_11_v3:190,866..196,981(-)"
"PRCDC_1105100","PRCDC_1105100.1","Plasmodium reichenowi CDC","61","0","OG6_134690","PrCDC_11_v3:198,136..202,140(+)"
"PRCDC_1105200","PRCDC_1105200.1","Plasmodium reichenowi CDC","63","0","OG6_102586","PrCDC_11_v3:202,413..205,703(-)"
"PRCDC_1105300","PRCDC_1105300.1","Plasmodium reichenowi CDC","32","0","OG6_533118","PrCDC_11_v3:206,613..212,074(+)"
"PRCDC_1105400","PRCDC_1105400.1","Plasmodium reichenowi CDC","60","0","OG6_127981","PrCDC_11_v3:212,535..213,155(+)"
"PRCDC_1105500","PRCDC_1105500.1","Plasmodium reichenowi CDC","60","0","OG6_102392","PrCDC_11_v3:214,499..215,329(+)"
"PRCDC_1105600","PRCDC_1105600.1","Plasmodium reichenowi CDC","127","1","OG6_104633","PrCDC_11_v3:216,972..219,762(+)"
"PRCDC_1105700","PRCDC_1105700.1","Plasmodium reichenowi CDC","59","0","OG6_103803","PrCDC_11_v3:220,623..223,506(+)"
"PRCDC_1105800","PRCDC_1105800.1","Plasmodium reichenowi CDC","49","0","OG6_101572","PrCDC_11_v3:224,046..233,837(-)"
"PRCDC_1105900","PRCDC_1105900.1","Plasmodium reichenowi CDC","122","1","OG6_100483","PrCDC_11_v3:240,260..241,312(-)"
"PRCDC_1106000","PRCDC_1106000.1","Plasmodium reichenowi CDC","60","0","OG6_103935","PrCDC_11_v3:242,567..243,532(-)"
"PRCDC_1106100","PRCDC_1106100.1","Plasmodium reichenowi CDC","70","0","OG6_104159","PrCDC_11_v3:244,242..247,622(-)"
"PRCDC_1106200","PRCDC_1106200.1","Plasmodium reichenowi CDC","60","0","OG6_102136","PrCDC_11_v3:249,414..251,333(+)"
"PRCDC_1106300","PRCDC_1106300.1","Plasmodium reichenowi CDC","30","0","OG6_532859","PrCDC_11_v3:252,350..258,026(-)"
"PRCDC_1106400","PRCDC_1106400.1","Plasmodium reichenowi CDC","60","0","OG6_124595","PrCDC_11_v3:266,494..271,950(-)"
"PRCDC_1106500","PRCDC_1106500.1","Plasmodium reichenowi CDC","57","0","OG6_132907","PrCDC_11_v3:275,230..276,978(+)"
"PRCDC_1106600","PRCDC_1106600.1","Plasmodium reichenowi CDC","22","0","OG6_133989","PrCDC_11_v3:278,874..283,046(+)"
"PRCDC_1106700","PRCDC_1106700.1","Plasmodium reichenowi CDC","60","0","OG6_101644","PrCDC_11_v3:284,071..284,565(+)"
"PRCDC_1106800","PRCDC_1106800.1","Plasmodium reichenowi CDC","44","0","OG6_100957","PrCDC_11_v3:285,024..285,492(+)"
"PRCDC_1106900","PRCDC_1106900.1","Plasmodium reichenowi CDC","61","0","OG6_100821","PrCDC_11_v3:287,790..288,797(+)"
"PRCDC_1107000","PRCDC_1107000.1","Plasmodium reichenowi CDC","60","0","OG6_100834","PrCDC_11_v3:289,980..291,480(+)"
"PRCDC_1107100","PRCDC_1107100.1","Plasmodium reichenowi CDC","61","0","OG6_105526","PrCDC_11_v3:292,310..293,341(-)"
"PRCDC_1107200","PRCDC_1107200.1","Plasmodium reichenowi CDC","61","0","OG6_107903","PrCDC_11_v3:295,807..297,429(-)"
"PRCDC_1107300","PRCDC_1107300.1","Plasmodium reichenowi CDC","61","0","OG6_532322","PrCDC_11_v3:300,432..301,053(+)"
"PRCDC_1107400","PRCDC_1107400.1","Plasmodium reichenowi CDC","61","0","OG6_102484","PrCDC_11_v3:301,883..303,265(+)"
"PRCDC_1107600","PRCDC_1107600.1","Plasmodium reichenowi CDC","54","0","OG6_532743","PrCDC_11_v3:305,243..309,848(-)"
"PRCDC_1107700","PRCDC_1107700.1","Plasmodium reichenowi CDC","60","0","OG6_532604","PrCDC_11_v3:310,510..312,357(-)"
"PRCDC_1107900","PRCDC_1107900.1","Plasmodium reichenowi CDC","66","0","OG6_102261","PrCDC_11_v3:313,402..316,081(-)"
"PRCDC_1108400","PRCDC_1108400.1","Plasmodium reichenowi CDC","61","0","OG6_101322","PrCDC_11_v3:319,836..320,482(+)"
"PRCDC_1108500","PRCDC_1108500.1","Plasmodium reichenowi CDC","59","0","OG6_533314","PrCDC_11_v3:321,378..321,945(+)"
"PRCDC_1108600","PRCDC_1108600.1","Plasmodium reichenowi CDC","54","0","OG6_121156","PrCDC_11_v3:323,520..326,072(+)"
"PRCDC_1108700","PRCDC_1108700.1","Plasmodium reichenowi CDC","61","0","OG6_102682","PrCDC_11_v3:328,188..332,468(+)"
"PRCDC_1108800","PRCDC_1108800.1","Plasmodium reichenowi CDC","61","0","OG6_113378","PrCDC_11_v3:332,966..334,101(-)"
"PRCDC_1108900","PRCDC_1108900.1","Plasmodium reichenowi CDC","18","0","OG6_533730","PrCDC_11_v3:337,427..342,207(+)"
"PRCDC_1109000","PRCDC_1109000.1","Plasmodium reichenowi CDC","62","0","OG6_101945","PrCDC_11_v3:344,744..348,359(+)"
"PRCDC_1109100","PRCDC_1109100.1","Plasmodium reichenowi CDC","61","0","OG6_100842","PrCDC_11_v3:348,839..349,860(-)"
"PRCDC_1109200","PRCDC_1109200.1","Plasmodium reichenowi CDC","58","0","OG6_130926","PrCDC_11_v3:351,337..353,027(+)"
"PRCDC_1109300","PRCDC_1109300.1","Plasmodium reichenowi CDC","59","0","OG6_104978","PrCDC_11_v3:353,138..354,408(-)"
"PRCDC_1109400","PRCDC_1109400.1","Plasmodium reichenowi CDC","59","0","OG6_103502","PrCDC_11_v3:354,849..356,583(-)"
"PRCDC_1109500","PRCDC_1109500.1","Plasmodium reichenowi CDC","60","0","OG6_104090","PrCDC_11_v3:357,728..359,359(+)"
"PRCDC_1109600","PRCDC_1109600.1","Plasmodium reichenowi CDC","61","0","OG6_102480","PrCDC_11_v3:359,983..361,032(-)"
"PRCDC_1109700","PRCDC_1109700.1","Plasmodium reichenowi CDC","62","0","OG6_103069","PrCDC_11_v3:362,441..364,411(-)"
"PRCDC_1109800","PRCDC_1109800.1","Plasmodium reichenowi CDC","65","0","OG6_102735","PrCDC_11_v3:365,688..366,557(-)"
"PRCDC_1109900","PRCDC_1109900.1","Plasmodium reichenowi CDC","59","0","OG6_533050","PrCDC_11_v3:368,055..368,621(-)"
"PRCDC_1110000","PRCDC_1110000.1","Plasmodium reichenowi CDC","56","0","OG6_101060","PrCDC_11_v3:368,842..369,382(-)"
"PRCDC_1110100","PRCDC_1110100.1","Plasmodium reichenowi CDC","61","0","OG6_124640","PrCDC_11_v3:371,706..374,488(+)"
"PRCDC_1110200","PRCDC_1110200.1","Plasmodium reichenowi CDC","38","0","OG6_533574","PrCDC_11_v3:375,253..377,601(-)"
"PRCDC_1110300","PRCDC_1110300.1","Plasmodium reichenowi CDC","60","0","OG6_119527","PrCDC_11_v3:378,383..379,695(+)"
"PRCDC_1110400","PRCDC_1110400.1","Plasmodium reichenowi CDC","56","0","OG6_104335","PrCDC_11_v3:380,608..381,820(+)"
"PRCDC_1110500","PRCDC_1110500.1","Plasmodium reichenowi CDC","51","0","OG6_131932","PrCDC_11_v3:382,400..383,210(+)"
"PRCDC_1110600","PRCDC_1110600.1","Plasmodium reichenowi CDC","50","0","OG6_533593","PrCDC_11_v3:384,880..391,938(+)"
"PRCDC_1110700","PRCDC_1110700.1","Plasmodium reichenowi CDC","60","0","OG6_103250","PrCDC_11_v3:392,865..393,932(+)"
"PRCDC_1110800","PRCDC_1110800.1","Plasmodium reichenowi CDC","60","0","OG6_533284","PrCDC_11_v3:394,341..397,018(-)"
"PRCDC_1110900","PRCDC_1110900.1","Plasmodium reichenowi CDC","119","1","OG6_100876","PrCDC_11_v3:398,177..398,752(+)"
"PRCDC_1111000","PRCDC_1111000.1","Plasmodium reichenowi CDC","60","0","OG6_105549","PrCDC_11_v3:399,811..400,638(+)"
