,stage,Gene ID,Pfal_gene,Ppraefal_gene,score_adj,ns,s,ns_sites,s_sites,ffd,ffd_sites
9898,2,PF3D7_0625900,PF3D7_0625900.1,PPRFG01_0624500_t1,4.892638036809816,5,2,812.999999999999,164.99999999999997,1,61.0
3085,1,PF3D7_0832200,PF3D7_0832200.2,PPRFG01_0834300.1_t1,4.892605633802817,3,7,693.9999999999993,158.0000000000001,4,75.0
21965,5,PF3D7_1245000,PF3D7_1245000.1,PPRFG01_1210400_t1,4.892543859649122,7,3,1133.999999999999,234.00000000000048,0,77.0
21567,5,PF3D7_1026300,PF3D7_1026300.1,PPRFG01_1027500_t1,4.892506690454951,7,6,2815.999999999988,546.9999999999955,1,189.0
20629,5,PF3D7_0321500,PF3D7_0321500.1,PPRFG01_0323000_t1,4.89245810055866,10,9,2637.0000000000005,572.9999999999989,2,236.0
15637,3,PF3D7_1204900,PF3D7_1204900.1,PPRFG01_1250000_t1,4.892307692307693,2,0,313.66666666666663,76.33333333333333,0,39.0
18947,4,PF3D7_0904200,PF3D7_0904200.1,PPRFG01_0903100_t1,4.892123287671233,4,2,719.3333333333323,156.66666666666666,1,64.0
18756,4,PF3D7_0814300,PF3D7_0814300.1,PPRFG01_0815800_t1,4.892107472712007,17,4,2942.6666666666533,630.3333333333348,1,241.0
23233,6,PF3D7_1236200,PF3D7_1236200.1,PPRFG01_1218600_t1,4.891863699582754,15,15,3540.333333333306,761.6666666666703,5,321.0
22937,6,PF3D7_0912200,PF3D7_0912200.1,PPRFG01_0911200_t1,4.891832229580574,7,5,1113.0,246.00000000000054,2,93.0
22077,5,PF3D7_1330200,PF3D7_1330200.1,PPRFG01_1332200_t1,4.8915929203539825,3,1,559.0000000000006,118.99999999999982,1,48.0
21434,5,PF3D7_0924200,PF3D7_0924200.1,PPRFG01_0923000_t1,4.8915094339622645,12,13,2641.333333333333,535.6666666666656,4,179.0
17754,4,PF3D7_0319700,PF3D7_0319700.1,PPRFG01_0321200_t1,4.891443167305236,29,23,7758.333333333476,1580.6666666666472,5,522.0
21437,5,PF3D7_0924600,PF3D7_0924600.1,PPRFG01_0923400_t1,4.891293774319066,24,15,5144.666666666678,1008.3333333333476,4,337.0
10826,2,PF3D7_1305500,PF3D7_1305500.1,PPRFG01_1307300_t1,4.891050583657588,12,1,1914.6666666666729,398.33333333333303,1,130.0
15355,3,PF3D7_1128000,PF3D7_1128000.1,PPRFG01_1128900.1_t1,4.890888638920135,16,16,4449.333333333316,857.6666666666739,4,278.0
21614,5,PF3D7_1107200,PF3D7_1107200.1,PPRFG01_1107900_t1,4.890603085553997,6,3,1752.3333333333426,371.66666666666504,2,151.0
20543,5,PF3D7_0216400,PF3D7_0216400.1,PPRFG01_0216500_t1,4.890581717451523,3,4,1770.000000000006,386.9999999999993,1,148.0
15331,3,PF3D7_1113600,PF3D7_1113600.1,PPRFG01_1114300_t1,4.890540540540541,5,14,924.9999999999977,185.00000000000037,0,60.0
22569,6,PF3D7_0216000,PF3D7_0216000.1,PPRFG01_0216100_t1,4.8904249871991805,17,24,4859.66666666667,975.3333333333464,5,365.0
18247,4,PF3D7_0604000,PF3D7_0604000.1,PPRFG01_0602600_t1,4.8902316213494466,18,19,4917.999999999982,1010.0000000000115,8,357.0
23211,6,PF3D7_1229300,PF3D7_1229300.1,PPRFG01_1225500_t1,4.890218522372528,6,3,2427.0000000000027,443.9999999999974,0,148.0
21698,5,PF3D7_1134300,PF3D7_1134300.1,PPRFG01_1135100_t1,4.8902110462505615,34,14,5574.6666666667015,1106.333333333347,5,403.0
15358,3,PF3D7_1128000,PF3D7_1128000.2,PPRFG01_1128900.2_t1,4.890084985835694,16,15,4419.999999999981,848.0000000000072,4,271.0
22821,6,PF3D7_0724000,PF3D7_0724000.1,PPRFG01_0723200_t1,4.889979338842975,17,12,4787.666666666675,981.3333333333446,3,333.0
10861,2,PF3D7_1355200,PF3D7_1355200.1,PPRFG01_1357000_t1,4.889872173058014,16,9,2528.666666666661,522.3333333333309,1,168.0
20379,4,PF3D7_1471800,PF3D7_1471800.1,PPRFG01_1472400_t1,4.889763779527559,4,2,637.9999999999998,123.99999999999986,0,43.0
22872,6,PF3D7_0809400,PF3D7_0809400.1,PPRFG01_0810800_t1,4.889411764705883,13,5,2118.0000000000086,431.99999999999767,1,150.0
22021,5,PF3D7_1310000,PF3D7_1310000.1,PPRFG01_1311900_t1,4.8893280632411065,4,0,627.0,131.99999999999994,0,46.0
23408,6,PF3D7_1307700,PF3D7_1307700.1,PPRFG01_1309500_t1,4.889160554197229,15,10,3072.999999999976,601.9999999999998,2,212.0
22763,6,PF3D7_0622800,PF3D7_0622800.1,PPRFG01_0621400_t1,4.889080856945404,12,13,3558.66666666664,761.3333333333381,3,319.0
21675,5,PF3D7_1129400,PF3D7_1129400.1,PPRFG01_1130200_t1,4.8888,6,5,1535.6666666666736,330.3333333333318,1,141.0
22750,6,PF3D7_0614800,PF3D7_0614800.1,PPRFG01_0613600_t1,4.888758782201405,5,4,1053.6666666666654,227.33333333333374,1,95.0
15386,3,PF3D7_1142000,PF3D7_1142000.1,PPRFG01_1142700_t1,4.888728323699422,11,6,1719.3333333333364,356.6666666666668,3,119.0
17239,3,PF3D7_1334300,PF3D7_1334300.1,PPRFG01_1336300_t1,4.888636363636364,3,3,1097.666666666665,219.3333333333337,1,89.0
18143,4,PF3D7_0424800,PF3D7_0424800.1,PPRFG01_0422500_t1,4.888535031847134,5,2,765.999999999999,176.00000000000017,1,75.0
21514,5,PF3D7_1010200,PF3D7_1010200.1,PPRFG01_1011300_t1,4.88852637302882,13,16,4525.333333333322,943.6666666666748,7,371.0
22893,6,PF3D7_0821100,PF3D7_0821100.1,PPRFG01_0822600_t1,4.888457269700333,11,11,2250.6666666666724,452.3333333333313,3,165.0
22777,6,PF3D7_0628200,PF3D7_0628200.1,PPRFG01_0626900_t1,4.888412017167382,25,32,7508.000000000161,1536.9999999999804,10,570.0
22369,5,PF3D7_1471400,PF3D7_1471400.1,PPRFG01_1472000_t1,4.888382687927107,7,5,1078.3333333333314,238.66666666666717,3,112.0
10022,2,PF3D7_0705600,PF3D7_0705600.1,PPRFG01_0705100_t1,4.888250883392226,16,9,2829.333333333325,566.6666666666647,2,185.0
19897,4,PF3D7_1306500,PF3D7_1306500.1,PPRFG01_1308300_t1,4.888128912589845,54,27,10722.33333333324,2186.666666666622,7,740.0
19617,4,PF3D7_1210500,PF3D7_1210500.1,PPRFG01_1244400_t1,4.8881278538812785,7,3,1090.6666666666647,223.3333333333339,1,70.0
17462,3,PF3D7_1466500,PF3D7_1466500.1,PPRFG01_1467100_t1,4.888,2,1,305.3333333333332,69.66666666666673,0,26.0
20319,4,PF3D7_1451400,PF3D7_1451400.1,PPRFG01_1452100_t1,4.887937743190662,14,23,3194.9999999999773,648.0,2,247.0
17203,3,PF3D7_1308600,PF3D7_1308600.1,PPRFG01_1310400_t1,4.887900355871886,20,9,3520.333333333304,694.6666666666697,1,192.0
17315,3,PF3D7_1371700,PF3D7_1371700.1,PPRFG01_1373100_t1,4.887700534759358,9,4,1396.6666666666686,286.3333333333335,4,104.0
21110,5,PF3D7_0730500,PF3D7_0730500.1,PPRFG01_0729700_t1,4.887622149837133,27,29,6854.666666666782,1392.3333333333217,8,510.0
23607,6,PF3D7_1442400,PF3D7_1442400.1,PPRFG01_1443100_t1,4.88760056791292,22,16,5313.3333333333585,998.6666666666822,2,326.0
19598,4,PF3D7_1205200,PF3D7_1205200.1,PPRFG01_1249700_t1,4.887573964497041,3,3,824.999999999998,183.00000000000045,0,82.0
20898,5,PF3D7_0625300,PF3D7_0625300.1,PPRFG01_0623900_t1,4.887465373961219,10,9,3582.6666666666397,737.3333333333331,2,264.0
15638,3,PF3D7_1206900,PF3D7_1206900.1,PPRFG01_1248000_t1,4.8873668188736685,10,7,1652.0000000000055,318.9999999999997,1,102.0
19811,4,PF3D7_1250100,PF3D7_1250100.1,PPRFG01_1205300_t1,4.887303622956075,33,29,7674.000000000136,1640.9999999999773,5,624.0
14456,3,PF3D7_0726200,PF3D7_0726200.1,PPRFG01_0725400_t1,4.887195121951219,10,6,2043.666666666676,416.3333333333318,2,164.0
10939,2,PF3D7_1444700,PF3D7_1444700.1,PPRFG01_1445400_t1,4.887096774193548,3,2,456.6666666666668,101.33333333333327,0,41.0
22661,6,PF3D7_0418000,PF3D7_0418000.1,PPRFG01_0415300_t1,4.886924342105263,44,41,12049.666666666408,2449.3333333333294,15,860.0
18971,4,PF3D7_0910000,PF3D7_0910000.1,PPRFG01_0909000_t1,4.88689407540395,16,3,2773.6666666666633,565.333333333331,0,202.0
17442,3,PF3D7_1455600,PF3D7_1455600.1,PPRFG01_1456300_t1,4.886817226890757,16,9,4637.666666666647,1032.3333333333442,2,453.0
22018,5,PF3D7_1309300,PF3D7_1309300.1,PPRFG01_1311200_t1,4.886779184247539,8,11,1755.3333333333392,374.66666666666555,5,147.0
23159,6,PF3D7_1201700,PF3D7_1201700.1,PPRFG01_1253100_t1,4.886639676113361,4,2,610.6666666666666,130.33333333333303,1,51.0
22228,5,PF3D7_1417300,PF3D7_1417300.1,PPRFG01_1417700_t1,4.886565836298932,14,10,2800.9999999999914,564.9999999999983,2,199.0
23627,6,PF3D7_1450700,PF3D7_1450700.1,PPRFG01_1451400_t1,4.886326194398682,7,3,1498.3333333333385,319.6666666666659,2,137.0
21678,5,PF3D7_1130000,PF3D7_1130000.1,PPRFG01_1130800_t1,4.886289445048966,12,8,2280.6666666666715,476.33333333333167,4,175.0
1546,1,PF3D7_0706600,PF3D7_0706600.1,PPRFG01_0706100_t1,4.886262924667651,11,6,1676.3333333333378,354.66666666666595,2,118.0
22817,6,PF3D7_0723400,PF3D7_0723400.1,PPRFG01_0722600_t1,4.886107193229901,15,9,3552.9999999999623,680.0000000000047,3,267.0
21443,5,PF3D7_0925300,PF3D7_0925300.1,PPRFG01_0924100_t1,4.8860103626943,7,4,1428.6666666666686,308.33333333333354,2,114.0
20672,5,PF3D7_0411200,PF3D7_0411200.1,PPRFG01_0410600_t1,4.88597210828548,15,16,3041.9999999999877,612.0,3,197.0
22047,5,PF3D7_1319200,PF3D7_1319200.1,PPRFG01_1321100_t1,4.885731559854897,9,8,2061.333333333344,416.6666666666644,3,134.0
22164,5,PF3D7_1364100,PF3D7_1364100.1,PPRFG01_1365900_t1,4.885678391959799,13,6,1927.6666666666754,460.33333333333127,3,231.0
23588,6,PF3D7_1431500,PF3D7_1431500.1,PPRFG01_1432200_t1,4.885667396061269,14,12,2257.0000000000073,484.99999999999596,4,210.0
22677,6,PF3D7_0505700,PF3D7_0505700.1,PPRFG01_0507100_t1,4.8852813852813854,6,16,2323.3333333333294,445.6666666666646,2,132.0
10518,2,PF3D7_1002600,PF3D7_1002600.1,PPRFG01_1003800_t1,4.8851717902350815,7,4,1386.0000000000032,270.00000000000074,1,85.0
4361,1,PF3D7_0906300,PF3D7_0906300.1,PPRFG01_0905200_t1,4.88479262672811,5,3,1070.3333333333317,231.6666666666669,2,91.0
15155,3,PF3D7_1020400,PF3D7_1020400.1,PPRFG01_1021500_t1,4.884615384615385,9,7,1350.0000000000002,288.0000000000008,4,119.0
22200,5,PF3D7_1405700,PF3D7_1405700.1,PPRFG01_1406100_t1,4.88456090651558,10,15,1749.6666666666758,368.3333333333316,3,142.0
21985,5,PF3D7_1250800,PF3D7_1250800.1,PPRFG01_1204600_t1,4.884474327628362,21,16,4009.333333333297,886.6666666666732,8,377.0
18237,4,PF3D7_0530400,PF3D7_0530400.1,PPRFG01_0531600_t1,4.884376762549351,14,16,4387.666666666639,889.3333333333417,4,264.0
10440,2,PF3D7_0919700,PF3D7_0919700.1,PPRFG01_0918500_t1,4.884297520661157,4,2,594.0000000000001,131.99999999999986,0,55.0
22170,5,PF3D7_1367100,PF3D7_1367100.1,PPRFG01_1369100_t1,4.884160756501182,7,8,1050.6666666666629,218.33333333333428,1,76.0
22912,6,PF3D7_0831200,PF3D7_0831200.1,PPRFG01_0832700_t1,4.883975026014568,12,19,2374.3333333333344,508.6666666666642,9,202.0
20456,5,PF3D7_0106700,PF3D7_0106700.1,PPRFG01_0105100_t1,4.883877840909091,8,30,3470.666666666649,732.3333333333329,7,284.0
18789,4,PF3D7_0827300,PF3D7_0827300.1,PPRFG01_0828800_t1,4.883807169344871,11,12,2046.666666666682,380.333333333332,3,128.0
20233,4,PF3D7_1416600,PF3D7_1416600.1,PPRFG01_1417000_t1,4.883659264169705,46,24,7542.000000000162,1502.999999999978,9,539.0
13672,3,PF3D7_0526000,PF3D7_0526000.1,PPRFG01_0527200_t1,4.883631713554987,9,5,1950.00000000001,392.99999999999795,0,127.0
21497,5,PF3D7_1005000,PF3D7_1005000.1,PPRFG01_1006200_t1,4.883608815426998,9,3,1794.3333333333387,383.666666666666,1,145.0
21688,5,PF3D7_1132500,PF3D7_1132500.1,PPRFG01_1133400_t1,4.883599722029187,18,9,3538.666666666644,763.333333333338,3,286.0
13646,3,PF3D7_0516300,PF3D7_0516300.1,PPRFG01_0517700_t1,4.883582089552239,10,7,1639.3333333333383,370.66666666666634,1,162.0
21115,5,PF3D7_0800600,PF3D7_0800600.1,PPRFG01_0801500_t1,4.883333333333334,1,4,224.66666666666652,45.333333333333364,1,16.0
22727,6,PF3D7_0602800,PF3D7_0602800.1,PPRFG01_0601400_t1,4.88312693498452,7,6,1605.0000000000068,329.99999999999926,0,115.0
7885,1,PF3D7_1459500,PF3D7_1459500.1,PPRFG01_1460200_t1,4.882836587872559,15,4,2438.666666666667,480.3333333333312,2,136.0
21661,5,PF3D7_1123600,PF3D7_1123600.1,PPRFG01_1124400_t1,4.882768361581921,5,6,1735.3333333333405,370.66666666666526,2,151.0
19512,4,PF3D7_1118300,PF3D7_1118300.1,PPRFG01_1119000_t1,4.88265306122449,10,12,3584.666666666636,792.3333333333411,6,336.0
20519,5,PF3D7_0212700,PF3D7_0212700.1,PPRFG01_0212800_t1,4.882550335570469,6,5,1122.9999999999977,218.00000000000009,1,77.0
23123,6,PF3D7_1125300,PF3D7_1125300.1,PPRFG01_1126200_t1,4.8824297844546045,15,20,3774.9999999999795,806.0000000000027,4,324.0
17460,3,PF3D7_1464800,PF3D7_1464800.1,PPRFG01_1465400_t1,4.882352941176471,2,2,295.33333333333326,61.666666666666686,0,16.0
22218,5,PF3D7_1413600,PF3D7_1413600.1,PPRFG01_1414000_t1,4.882239382239383,8,1,1300.3333333333342,253.66666666666742,0,83.0
23151,6,PF3D7_1142100,PF3D7_1142100.1,PPRFG01_1142800_t1,4.882030679327976,23,32,6837.00000000016,1310.9999999999857,11,462.0
20633,5,PF3D7_0323400,PF3D7_0323400.1,PPRFG01_0324900_t1,4.882028112449799,10,5,2452.333333333334,535.6666666666637,3,243.0
13325,3,PF3D7_0404500,PF3D7_0404500.1,PPRFG01_0404000_t1,4.881914893617021,7,6,1161.3333333333308,248.6666666666675,2,101.0
22840,6,PF3D7_0802600,PF3D7_0802600.1,PPRFG01_0803600_t1,4.881854658938921,21,39,5543.000000000047,1156.0000000000102,13,458.0
18234,4,PF3D7_0529400,PF3D7_0529400.2,PPRFG01_0530600.1_t1,4.881824234354195,8,11,3725.6666666666374,747.3333333333359,4,297.0
23041,6,PF3D7_1030300,PF3D7_1030300.1,PPRFG01_1031400_t1,4.881768953068592,11,8,2790.999999999986,517.9999999999951,0,178.0
23069,6,PF3D7_1107300,PF3D7_1107300.1,PPRFG01_1108000_t1,4.881638846737481,22,42,8202.0000000002,1610.9999999999718,8,673.0
20221,4,PF3D7_1411800,PF3D7_1411800.1,PPRFG01_1412200_t1,4.88135593220339,8,1,1183.6666666666667,232.3333333333338,0,67.0
23193,6,PF3D7_1219000,PF3D7_1219000.1,PPRFG01_1235900_t1,4.881304640215198,38,27,7352.666666666764,1542.3333333333246,13,614.0
22923,6,PF3D7_0907400,PF3D7_0907400.1,PPRFG01_0906400_t1,4.881236442516269,11,12,2264.0000000000014,492.99999999999886,2,204.0
21387,5,PF3D7_0911600,PF3D7_0911600.1,PPRFG01_0910600_t1,4.8810975609756095,6,3,1231.6666666666663,244.33333333333425,0,84.0
13348,3,PF3D7_0424500,PF3D7_0424500.1,PPRFG01_0422200_t1,4.881028938906752,7,3,1540.6666666666708,325.33333333333303,1,133.0
9363,2,PF3D7_0412100,PF3D7_0412100.1,PPRFG01_0411500_t1,4.880952380952381,4,0,817.9999999999984,187.00000000000045,0,82.0
23618,6,PF3D7_1446500,PF3D7_1446500.1,PPRFG01_1447200_t1,4.880833333333333,26,39,7379.33333333346,1560.6666666666454,22,663.0
22757,6,PF3D7_0616600,PF3D7_0616600.1,PPRFG01_0615400_t1,4.8808,6,12,1552.6666666666702,310.33333333333354,2,112.0
21757,5,PF3D7_1211600,PF3D7_1211600.1,PPRFG01_1243300_t1,4.880783519081391,35,32,7363.333333333465,1480.6666666666517,10,521.0
10724,2,PF3D7_1142700,PF3D7_1142700.1,PPRFG01_1143400_t1,4.880597014925373,8,7,1496.3333333333353,312.66666666666663,0,112.0
22008,5,PF3D7_1307100,PF3D7_1307100.1,PPRFG01_1308900_t1,4.88053553038105,13,13,2426.666666666668,486.33333333333024,3,159.0
23013,6,PF3D7_1021500,PF3D7_1021500.1,PPRFG01_1022600_t1,4.880530973451328,5,9,1670.333333333339,348.6666666666659,0,120.0
20018,4,PF3D7_1351200,PF3D7_1351200.1,PPRFG01_1353100_t1,4.880322580645161,23,13,3857.333333333292,786.6666666666732,1,283.0
10398,2,PF3D7_0819300,PF3D7_0819300.1,PPRFG01_0820800_t1,4.880173243503369,13,7,2577.9999999999955,526.9999999999975,1,168.0
7829,1,PF3D7_1340400,PF3D7_1340400.1,PPRFG01_1342300_t1,4.88013698630137,5,0,718.9999999999993,157.0,0,71.0
18958,4,PF3D7_0905800,PF3D7_0905800.1,PPRFG01_0904700_t1,4.880116959064328,12,17,2967.6666666666556,605.3333333333309,4,223.0
21323,5,PF3D7_0827100,PF3D7_0827100.1,PPRFG01_0828600_t1,4.880100214745884,13,9,3440.999999999979,720.0000000000041,3,270.0
10949,2,PF3D7_1456200,PF3D7_1456200.1,PPRFG01_1456900_t1,4.880085653104925,10,7,2315.0000000000045,477.99999999999835,2,158.0
18451,4,PF3D7_0713500,PF3D7_0713500.1,PPRFG01_0712900_t1,4.879979035639413,13,8,2388.0000000000036,464.99999999999756,2,141.0
10517,2,PF3D7_1002100,PF3D7_1002100.1,PPRFG01_1003300_t1,4.879958246346555,2,11,1147.6666666666652,289.33333333333354,4,178.0
23490,6,PF3D7_1352000,PF3D7_1352000.1,PPRFG01_1353900_t1,4.879733879222108,16,15,4887.3333333333185,938.6666666666799,2,298.0
10892,2,PF3D7_1401700,PF3D7_1401700.1,PPRFG01_1402000_t1,4.87962962962963,2,1,663.0,146.9999999999999,1,53.0
22080,5,PF3D7_1331700,PF3D7_1331700.1,PPRFG01_1333700_t1,4.87962962962963,3,6,2222.333333333337,492.6666666666641,2,215.0
22654,6,PF3D7_0416400,PF3D7_0416400.1,PPRFG01_0413700_t1,4.879570747217806,4,10,3049.333333333319,670.6666666666663,3,299.0
23047,6,PF3D7_1033100,PF3D7_1033100.1,PPRFG01_1034200_t1,4.879492600422833,19,12,3497.6666666666447,750.3333333333371,3,324.0
19349,4,PF3D7_1033000,PF3D7_1033000.1,PPRFG01_1034100_t1,4.879341864716636,7,8,1357.0000000000018,284.000000000001,4,107.0
18217,4,PF3D7_0524300,PF3D7_0524300.1,PPRFG01_0525500_t1,4.879310344827586,7,2,1026.6666666666626,191.33333333333388,1,54.0
23657,6,PF3D7_1472200,PF3D7_1472200.1,PPRFG01_1472800_t1,4.879225978647687,22,24,5591.3333333333685,1104.666666666676,8,395.0
10519,2,PF3D7_1004100,PF3D7_1004100.1,PPRFG01_1005300_t1,4.879208754208754,20,12,2932.666666666656,631.3333333333331,3,239.0
22148,5,PF3D7_1356800,PF3D7_1356800.1,PPRFG01_1358600_t1,4.878802869156567,53,29,10050.999999999985,2029.9999999999375,13,764.0
22839,6,PF3D7_0802500,PF3D7_0802500.1,PPRFG01_0803500_t1,4.878787878787879,14,12,3526.3333333333003,724.6666666666719,4,267.0
18748,4,PF3D7_0811200,PF3D7_0811200.1,PPRFG01_0812600_t1,4.878706199460916,13,2,2729.333333333331,597.6666666666658,1,229.0
20281,4,PF3D7_1440700,PF3D7_1440700.1,PPRFG01_1441400_t1,4.878581173260573,11,9,1825.0000000000073,373.9999999999992,3,133.0
15052,3,PF3D7_0915500,PF3D7_0915500.1,PPRFG01_0914400_t1,4.878398791540786,11,4,1656.0000000000068,329.9999999999993,2,111.0
22255,5,PF3D7_1430300,PF3D7_1430300.1,PPRFG01_1431000_t1,4.878383530308807,14,23,6400.333333333435,1381.666666666654,6,593.0
23394,6,PF3D7_1248700,PF3D7_1248700.1,PPRFG01_1206700_t1,4.8783308195072905,17,34,4969.666666666684,955.3333333333472,2,371.0
18186,4,PF3D7_0515500,PF3D7_0515500.1,PPRFG01_0516900_t1,4.878260869565217,2,0,283.99999999999994,61.00000000000004,0,20.0
20534,5,PF3D7_0214600,PF3D7_0214600.1,PPRFG01_0214700_t1,4.878235294117647,24,10,4246.999999999957,847.0000000000078,2,314.0
20671,5,PF3D7_0411000,PF3D7_0411000.1,PPRFG01_0410400_t1,4.878056628056628,11,29,3860.333333333289,765.6666666666748,4,323.0
20266,4,PF3D7_1433100,PF3D7_1433100.1,PPRFG01_1433800_t1,4.878016085790884,13,6,2778.9999999999995,559.999999999998,2,179.0
20064,4,PF3D7_1364600,PF3D7_1364600.1,PPRFG01_1366400_t1,4.877840909090909,11,7,2164.6666666666756,463.33333333333195,0,178.0
23495,6,PF3D7_1358600,PF3D7_1358600.1,PPRFG01_1360400_t1,4.877744510978044,14,8,2501.0000000000005,495.9999999999969,1,198.0
11252,3,PF3D7_0204600,PF3D7_0204600.1,PPRFG01_0204700_t1,4.877525252525253,12,5,2960.33333333332,582.6666666666658,3,196.0
23493,6,PF3D7_1358200,PF3D7_1358200.1,PPRFG01_1360000_t1,4.87750626566416,21,14,4005.333333333293,770.6666666666729,1,214.0
20380,4,PF3D7_1474200,PF3D7_1474200.1,PPRFG01_1474700_t1,4.877470355731226,51,43,11373.66666666653,2231.3333333333017,15,672.0
23505,6,PF3D7_1362800,PF3D7_1362800.1,PPRFG01_1364500_t1,4.877462207970683,35,19,5462.666666666695,1083.3333333333396,8,318.0
23117,6,PF3D7_1123300,PF3D7_1123300.1,PPRFG01_1124100_t1,4.877414561664191,8,9,1664.000000000005,351.9999999999994,2,134.0
21442,5,PF3D7_0925100,PF3D7_0925100.1,PPRFG01_0923900_t1,4.877167630057803,2,2,843.3333333333322,185.6666666666668,1,80.0
20870,5,PF3D7_0616500,PF3D7_0616500.1,PPRFG01_0615300_t1,4.877166541070083,8,16,3257.999999999975,693.0000000000016,2,292.0
15666,3,PF3D7_1215900,PF3D7_1215900.1,PPRFG01_1239000_t1,4.877099236641222,4,5,1602.3333333333344,344.6666666666663,2,133.0
21423,5,PF3D7_0920700,PF3D7_0920700.1,PPRFG01_0919500_t1,4.87689713322091,6,10,1491.66666666667,287.33333333333405,1,104.0
20000,4,PF3D7_1343600,PF3D7_1343600.1,PPRFG01_1345500_t1,4.87689713322091,10,5,1468.333333333336,310.6666666666665,1,112.0
12189,3,PF3D7_0315800,PF3D7_0315800.1,PPRFG01_0317200_t1,4.876712328767123,6,0,909.3333333333311,185.66666666666697,0,73.0
18738,4,PF3D7_0809600,PF3D7_0809600.1,PPRFG01_0811000_t1,4.876324474552718,60,52,14350.666666666171,2821.3333333333785,12,902.0
22666,6,PF3D7_0420100,PF3D7_0420100.1,PPRFG01_0417400_t1,4.876075731497418,7,4,1435.6666666666708,301.3333333333336,1,118.0
22220,5,PF3D7_1414100,PF3D7_1414100.1,PPRFG01_1414500_t1,4.876021798365122,8,8,1814.3333333333433,378.6666666666654,2,155.0
22844,6,PF3D7_0803500,PF3D7_0803500.1,PPRFG01_0804500_t1,4.8759581881533105,11,18,3576.6666666666206,698.3333333333397,2,250.0
20791,5,PF3D7_0524100,PF3D7_0524100.1,PPRFG01_0525300_t1,4.875703942075623,18,10,3105.3333333333185,623.6666666666661,3,203.0
22623,6,PF3D7_0403900,PF3D7_0403900.1,PPRFG01_0403400_t1,4.8756323777403034,14,13,2946.6666666666597,593.3333333333325,2,219.0
20635,5,PF3D7_0323700,PF3D7_0323700.1,PPRFG01_0325200_t1,4.875542691751085,9,6,1733.000000000007,334.00000000000017,4,118.0
23625,6,PF3D7_1449500,PF3D7_1449500.1,PPRFG01_1450200_t1,4.875530410183876,3,14,1757.000000000009,340.00000000000045,4,126.0
21799,5,PF3D7_1228600,PF3D7_1228600.1,PPRFG01_1226200_t1,4.875521557719054,10,7,1785.0000000000093,371.99999999999807,4,160.0
14471,3,PF3D7_0727200,PF3D7_0727200.1,PPRFG01_0726400_t1,4.8752665245202556,2,4,1131.3333333333333,275.66666666666674,3,138.0
23072,6,PF3D7_1108000,PF3D7_1108000.1,PPRFG01_1108700_t1,4.875,9,7,1423.6666666666679,280.33333333333337,3,101.0
7960,1,PF3D7_1477300,PF3D7_1477300.1,PPRFG01_1477800_t1,4.875,5,5,678.6666666666664,161.33333333333337,2,80.0
20025,4,PF3D7_1354000,PF3D7_1354000.1,PPRFG01_1355900_t1,4.875,10,4,1487.0000000000018,289.00000000000097,1,93.0
21774,5,PF3D7_1221000,PF3D7_1221000.1,PPRFG01_1233800_t1,4.874838986689566,27,15,5728.000000000041,1217.000000000002,5,508.0
21949,5,PF3D7_1241800,PF3D7_1241800.1,PPRFG01_1213600_t1,4.874715261958998,4,2,2173.6666666666747,445.33333333333013,1,163.0
21098,5,PF3D7_0726300,PF3D7_0726300.1,PPRFG01_0725500_t1,4.874609375,11,14,3162.333333333319,659.6666666666649,5,252.0
13836,3,PF3D7_0614600,PF3D7_0614600.1,PPRFG01_0613400_t1,4.874573378839591,4,11,1463.000000000002,283.00000000000057,5,90.0
20204,4,PF3D7_1406100,PF3D7_1406100.1,PPRFG01_1406500_t1,4.874423963133641,17,8,3273.33333333331,632.6666666666688,3,197.0
18315,4,PF3D7_0629400,PF3D7_0629400.1,PPRFG01_0628100_t1,4.874358974358974,8,15,1975.3333333333449,352.6666666666652,3,116.0
20464,5,PF3D7_0109950,PF3D7_0109950.1,PPRFG01_0108300_t1,4.874251497005988,3,0,406.33333333333354,94.66666666666669,0,42.0
18773,4,PF3D7_0820800,PF3D7_0820800.1,PPRFG01_0822300_t1,4.8740554156171285,8,6,1970.6666666666765,402.33333333333206,3,142.0
9554,2,PF3D7_0420700,PF3D7_0420700.1,PPRFG01_0418000_t1,4.873711340206185,7,9,958.9999999999975,205.00000000000057,2,88.0
20817,5,PF3D7_0529200,PF3D7_0529200.1,PPRFG01_0530400_t1,4.873616236162362,9,8,1309.6666666666672,316.33333333333326,2,146.0
20686,5,PF3D7_0417900,PF3D7_0417900.1,PPRFG01_0415200_t1,4.873501997336884,6,2,1881.6666666666763,350.33333333333286,2,95.0
10428,2,PF3D7_0915900,PF3D7_0915900.1,PPRFG01_0914800_t1,4.873493975903615,3,1,412.66666666666686,85.33333333333336,0,31.0
20648,5,PF3D7_0405200,PF3D7_0405200.1,PPRFG01_0404700_t1,4.873406193078324,6,11,1364.66666666667,282.33333333333366,1,97.0
18968,4,PF3D7_0909100,PF3D7_0909100.1,PPRFG01_0908100_t1,4.873315363881401,11,5,1859.3333333333414,363.66666666666544,0,109.0
21083,5,PF3D7_0718600,PF3D7_0718600.1,PPRFG01_0717800_t1,4.872980251346499,13,4,2766.333333333327,560.666666666664,1,199.0
