"Gene ID","source_id","Organism","Genomic Location (Gene)","Ortholog count","Paralog count","Ortholog Group"
"PPRFG01_1412000","PPRFG01_1412000_t1","Plasmodium praefalciparum strain G01","LT963427:477,436..479,379(+)","73","0","OG6_101006"
"PPRFG01_1412100","PPRFG01_1412100_t1","Plasmodium praefalciparum strain G01","LT963427:479,785..481,860(+)","62","0","OG6_102749"
"PPRFG01_1412200","PPRFG01_1412200_t1","Plasmodium praefalciparum strain G01","LT963427:482,016..483,434(-)","60","0","OG6_532750"
"PPRFG01_1412300","PPRFG01_1412300_t1","Plasmodium praefalciparum strain G01","LT963427:485,043..486,026(+)","108","1","OG6_101818"
"PPRFG01_1412400","PPRFG01_1412400_t1","Plasmodium praefalciparum strain G01","LT963427:487,080..488,042(+)","108","1","OG6_101818"
"PPRFG01_1412500","PPRFG01_1412500_t1","Plasmodium praefalciparum strain G01","LT963427:489,117..492,017(+)","62","0","OG6_103417"
"PPRFG01_1412600","PPRFG01_1412600_t1","Plasmodium praefalciparum strain G01","LT963427:492,467..495,081(-)","51","0","OG6_533104"
"PPRFG01_1412700","PPRFG01_1412700_t1","Plasmodium praefalciparum strain G01","LT963427:496,165..496,884(-)","59","0","OG6_101526"
"PPRFG01_1412800","PPRFG01_1412800_t1","Plasmodium praefalciparum strain G01","LT963427:498,671..508,666(-)","99","0","OG6_102148"
"PPRFG01_1412900","PPRFG01_1412900_t1","Plasmodium praefalciparum strain G01","LT963427:511,759..513,268(+)","122","1","OG6_100127"
"PPRFG01_1413000","PPRFG01_1413000_t1","Plasmodium praefalciparum strain G01","LT963427:514,098..515,588(-)","60","0","OG6_101093"
"PPRFG01_1413100","PPRFG01_1413100_t1","Plasmodium praefalciparum strain G01","LT963427:516,779..520,378(+)","164","2","OG6_102053"
"PPRFG01_1413200","PPRFG01_1413200_t1","Plasmodium praefalciparum strain G01","LT963427:520,940..522,539(-)","61","0","OG6_101234"
"PPRFG01_1413300.1","PPRFG01_1413300.1_t1","Plasmodium praefalciparum strain G01","LT963427:525,568..527,223(+)","61","1","OG6_102995"
"PPRFG01_1413300.2","PPRFG01_1413300.2_t1","Plasmodium praefalciparum strain G01","LT963427:525,568..526,569(+)","61","1","OG6_102995"
"PPRFG01_1413400","PPRFG01_1413400_t1","Plasmodium praefalciparum strain G01","LT963427:528,233..529,654(-)","36","0","OG6_532483"
"PPRFG01_1413500","PPRFG01_1413500_t1","Plasmodium praefalciparum strain G01","LT963427:531,407..533,495(+)","57","0","OG6_533719"
"PPRFG01_1413600","PPRFG01_1413600_t1","Plasmodium praefalciparum strain G01","LT963427:534,376..535,934(-)","28","0","OG6_533045"
"PPRFG01_1413700","PPRFG01_1413700_t1","Plasmodium praefalciparum strain G01","LT963427:536,985..537,440(-)","25","0","OG6_533513"
"PPRFG01_1413800","PPRFG01_1413800_t1","Plasmodium praefalciparum strain G01","LT963427:538,186..540,117(-)","61","0","OG6_101155"
"PPRFG01_1413900","PPRFG01_1413900_t1","Plasmodium praefalciparum strain G01","LT963427:540,911..541,954(-)","61","0","OG6_104295"
"PPRFG01_1414000","PPRFG01_1414000_t1","Plasmodium praefalciparum strain G01","LT963427:543,105..544,805(+)","41","0","OG6_533537"
"PPRFG01_1414100","PPRFG01_1414100_t1","Plasmodium praefalciparum strain G01","LT963427:544,905..550,168(-)","41","0","OG6_533687"
"PPRFG01_1414200","PPRFG01_1414200_t1","Plasmodium praefalciparum strain G01","LT963427:552,080..553,543(+)","60","0","OG6_101267"
"PPRFG01_1414300","PPRFG01_1414300_t1","Plasmodium praefalciparum strain G01","LT963427:555,946..557,310(+)","61","0","OG6_130908"
"PPRFG01_1414400","PPRFG01_1414400_t1","Plasmodium praefalciparum strain G01","LT963427:557,703..559,918(-)","59","0","OG6_102724"
"PPRFG01_1414500","PPRFG01_1414500_t1","Plasmodium praefalciparum strain G01","LT963427:564,091..566,295(+)","56","0","OG6_533605"
"PPRFG01_1414600","PPRFG01_1414600_t1","Plasmodium praefalciparum strain G01","LT963427:567,941..569,167(-)","58","0","OG6_533334"
"PPRFG01_1414700","PPRFG01_1414700_t1","Plasmodium praefalciparum strain G01","LT963427:574,676..575,335(+)","61","0","OG6_100701"
"PPRFG01_1414800","PPRFG01_1414800_t1","Plasmodium praefalciparum strain G01","LT963427:579,302..580,886(+)","61","0","OG6_100222"
"PPRFG01_1414900","PPRFG01_1414900_t1","Plasmodium praefalciparum strain G01","LT963427:582,159..591,297(-)","64","0","OG6_112296"
"PPRFG01_1415000","PPRFG01_1415000_t1","Plasmodium praefalciparum strain G01","LT963427:594,408..595,970(+)","61","0","OG6_101990"
"PPRFG01_1415100","PPRFG01_1415100_t1","Plasmodium praefalciparum strain G01","LT963427:596,769..600,965(-)","67","0","OG6_101457"
"PPRFG01_1415200","PPRFG01_1415200_t1","Plasmodium praefalciparum strain G01","LT963427:603,579..604,511(-)","60","0","OG6_101868"
"PPRFG01_1415300","PPRFG01_1415300_t1","Plasmodium praefalciparum strain G01","LT963427:605,796..609,353(-)","64","0","OG6_100411"
"PPRFG01_1415400","PPRFG01_1415400_t1","Plasmodium praefalciparum strain G01","LT963427:610,142..611,110(-)","60","0","OG6_101690"
"PPRFG01_1415500","PPRFG01_1415500_t1","Plasmodium praefalciparum strain G01","LT963427:612,990..615,034(+)","60","0","OG6_148532"
"PPRFG01_1415600","PPRFG01_1415600_t1","Plasmodium praefalciparum strain G01","LT963427:615,619..616,457(+)","60","0","OG6_102491"
"PPRFG01_1415700","PPRFG01_1415700_t1","Plasmodium praefalciparum strain G01","LT963427:618,894..619,907(+)","60","0","OG6_103746"
"PPRFG01_1415800","PPRFG01_1415800_t1","Plasmodium praefalciparum strain G01","LT963427:622,661..627,091(+)","29","0","OG6_533656"
"PPRFG01_1415900","PPRFG01_1415900_t1","Plasmodium praefalciparum strain G01","LT963427:628,258..632,056(-)","51","0","OG6_532821"
"PPRFG01_1416000","PPRFG01_1416000_t1","Plasmodium praefalciparum strain G01","LT963427:633,200..636,655(-)","39","0","OG6_532560"
"PPRFG01_1416100","PPRFG01_1416100_t1","Plasmodium praefalciparum strain G01","LT963427:638,554..640,272(-)","60","0","OG6_100700"
"PPRFG01_1416200","PPRFG01_1416200_t1","Plasmodium praefalciparum strain G01","LT963427:644,145..645,290(+)","122","1","OG6_100569"
"PPRFG01_1416300","PPRFG01_1416300_t1","Plasmodium praefalciparum strain G01","LT963427:645,845..646,515(-)","61","0","OG6_171487"
"PPRFG01_1416400","PPRFG01_1416400_t1","Plasmodium praefalciparum strain G01","LT963427:647,693..648,727(+)","63","0","OG6_532789"
"PPRFG01_1416500","PPRFG01_1416500_t1","Plasmodium praefalciparum strain G01","LT963427:649,360..652,146(-)","63","0","OG6_104183"
"PPRFG01_1416600","PPRFG01_1416600_t1","Plasmodium praefalciparum strain G01","LT963427:654,192..660,983(-)","63","0","OG6_119794"
"PPRFG01_1416700","PPRFG01_1416700_t1","Plasmodium praefalciparum strain G01","LT963427:663,200..664,562(+)","121","1","OG6_102519"
"PPRFG01_1416800","PPRFG01_1416800_t1","Plasmodium praefalciparum strain G01","LT963427:664,744..668,732(-)","62","0","OG6_532339"
"PPRFG01_1416900","PPRFG01_1416900_t1","Plasmodium praefalciparum strain G01","LT963427:671,086..672,498(+)","122","1","OG6_100455"
"PPRFG01_1417000","PPRFG01_1417000_t1","Plasmodium praefalciparum strain G01","LT963427:673,318..682,371(-)","27","0","OG6_532982"
"PPRFG01_1417100","PPRFG01_1417100_t1","Plasmodium praefalciparum strain G01","LT963427:684,612..685,531(-)","59","0","OG6_215377"
"PPRFG01_1417200","PPRFG01_1417200_t1","Plasmodium praefalciparum strain G01","LT963427:686,268..688,292(+)","60","0","OG6_170326"
"PPRFG01_1417300","PPRFG01_1417300_t1","Plasmodium praefalciparum strain G01","LT963427:688,949..689,887(-)","62","0","OG6_102034"
"PPRFG01_1417400","PPRFG01_1417400_t1","Plasmodium praefalciparum strain G01","LT963427:692,132..693,280(+)","57","0","OG6_532471"
"PPRFG01_1417500","PPRFG01_1417500_t1","Plasmodium praefalciparum strain G01","LT963427:693,990..694,811(+)","59","0","OG6_533484"
"PPRFG01_1417600","PPRFG01_1417600_t1","Plasmodium praefalciparum strain G01","LT963427:698,079..711,579(+)","29","0","OG6_532996"
"PPRFG01_1417700","PPRFG01_1417700_t1","Plasmodium praefalciparum strain G01","LT963427:713,035..716,645(+)","55","0","OG6_100501"
"PPRFG01_1417900","PPRFG01_1417900_t1","Plasmodium praefalciparum strain G01","LT963427:730,443..731,843(-)","122","1","OG6_100327"
"PPRFG01_1418000","PPRFG01_1418000_t1","Plasmodium praefalciparum strain G01","LT963427:734,151..748,222(-)","66","1","OG6_123314"
"PPRFG01_1418100","PPRFG01_1418100_t1","Plasmodium praefalciparum strain G01","LT963427:753,981..755,298(+)","61","0","OG6_127993"
"PPRFG01_1418200","PPRFG01_1418200_t1","Plasmodium praefalciparum strain G01","LT963427:757,019..760,090(+)","60","0","OG6_101336"
"PPRFG01_1418300","PPRFG01_1418300_t1","Plasmodium praefalciparum strain G01","LT963427:760,836..761,734(-)","60","0","OG6_149566"
"PPRFG01_1418400","PPRFG01_1418400_t1","Plasmodium praefalciparum strain G01","LT963427:762,549..764,624(-)","63","0","OG6_101567"
"PPRFG01_1418600","PPRFG01_1418600_t1","Plasmodium praefalciparum strain G01","LT963427:778,666..779,522(+)","60","0","OG6_533692"
"PPRFG01_1418700","PPRFG01_1418700_t1","Plasmodium praefalciparum strain G01","LT963427:779,892..780,302(+)","60","0","OG6_532893"
"PPRFG01_1419300","PPRFG01_1419300_t1","Plasmodium praefalciparum strain G01","LT963427:786,268..789,022(-)","62","0","OG6_102138"
"PPRFG01_1419400","PPRFG01_1419400_t1","Plasmodium praefalciparum strain G01","LT963427:790,141..793,640(-)","31","0","OG6_532668"
"PPRFG01_1419500","PPRFG01_1419500_t1","Plasmodium praefalciparum strain G01","LT963427:796,921..800,016(+)","61","0","OG6_532307"
"PPRFG01_1419600","PPRFG01_1419600_t1","Plasmodium praefalciparum strain G01","LT963427:800,843..803,252(-)","59","0","OG6_100836"
"PPRFG01_1419700","PPRFG01_1419700_t1","Plasmodium praefalciparum strain G01","LT963427:805,920..806,674(+)","62","0","OG6_100172"
"PPRFG01_1419800","PPRFG01_1419800_t1","Plasmodium praefalciparum strain G01","LT963427:807,596..814,502(-)","50","0","OG6_533098"
"PPRFG01_1419900","PPRFG01_1419900_t1","Plasmodium praefalciparum strain G01","LT963427:816,867..817,502(-)","59","0","OG6_532938"
"PPRFG01_1420000","PPRFG01_1420000_t1","Plasmodium praefalciparum strain G01","LT963427:818,437..821,357(-)","62","0","OG6_532588"
"PPRFG01_1420100","PPRFG01_1420100_t1","Plasmodium praefalciparum strain G01","LT963427:823,210..824,748(+)","60","0","OG6_102747"
"PPRFG01_1420200.1","PPRFG01_1420200.1_t1","Plasmodium praefalciparum strain G01","LT963427:825,649..827,430(-)","60","1","OG6_101659"
"PPRFG01_1420200.2","PPRFG01_1420200.2_t1","Plasmodium praefalciparum strain G01","LT963427:825,649..827,568(-)","60","1","OG6_101659"
"PPRFG01_1420300","PPRFG01_1420300_t1","Plasmodium praefalciparum strain G01","LT963427:828,814..830,532(-)","62","0","OG6_119550"
"PPRFG01_1420400","PPRFG01_1420400_t1","Plasmodium praefalciparum strain G01","LT963427:832,101..833,950(-)","60","0","OG6_102421"
"PPRFG01_1420500","PPRFG01_1420500_t1","Plasmodium praefalciparum strain G01","LT963427:835,471..839,848(-)","60","0","OG6_176188"
"PPRFG01_1420600","PPRFG01_1420600_t1","Plasmodium praefalciparum strain G01","LT963427:842,085..845,828(-)","59","0","OG6_103191"
"PPRFG01_1420700","PPRFG01_1420700_t1","Plasmodium praefalciparum strain G01","LT963427:846,876..847,736(+)","60","0","OG6_103202"
"PPRFG01_1420800","PPRFG01_1420800_t1","Plasmodium praefalciparum strain G01","LT963427:849,635..852,268(+)","61","0","OG6_100673"
"PPRFG01_1420900","PPRFG01_1420900_t1","Plasmodium praefalciparum strain G01","LT963427:852,844..856,374(-)","58","0","OG6_532468"
"PPRFG01_1421000","PPRFG01_1421000_t1","Plasmodium praefalciparum strain G01","LT963427:857,104..858,957(-)","64","0","OG6_100565"
"PPRFG01_1421100","PPRFG01_1421100_t1","Plasmodium praefalciparum strain G01","LT963427:863,011..866,079(+)","53","0","OG6_533097"
"PPRFG01_1421200","PPRFG01_1421200_t1","Plasmodium praefalciparum strain G01","LT963427:866,640..867,835(-)","120","1","OG6_103386"
"PPRFG01_1421300","PPRFG01_1421300_t1","Plasmodium praefalciparum strain G01","LT963427:868,384..869,796(-)","61","0","OG6_100460"
"PPRFG01_1421400","PPRFG01_1421400_t1","Plasmodium praefalciparum strain G01","LT963427:870,770..871,883(-)","60","0","OG6_119578"
"PPRFG01_1421800","PPRFG01_1421800_t1","Plasmodium praefalciparum strain G01","LT963427:880,203..884,098(-)","38","0","OG6_533158"
"PPRFG01_1421900","PPRFG01_1421900_t1","Plasmodium praefalciparum strain G01","LT963427:884,611..886,329(-)","60","0","OG6_102251"
"PPRFG01_1422000","PPRFG01_1422000_t1","Plasmodium praefalciparum strain G01","LT963427:887,053..887,733(+)","114","1","OG6_101956"
"PPRFG01_1422100","PPRFG01_1422100_t1","Plasmodium praefalciparum strain G01","LT963427:887,873..890,478(+)","61","0","OG6_533472"
"PPRFG01_1422300","PPRFG01_1422300_t1","Plasmodium praefalciparum strain G01","LT963427:891,451..892,602(-)","45","0","OG6_533348"
"PPRFG01_1422400","PPRFG01_1422400_t1","Plasmodium praefalciparum strain G01","LT963427:893,815..894,297(-)","56","0","OG6_117238"
"PPRFG01_1422500","PPRFG01_1422500_t1","Plasmodium praefalciparum strain G01","LT963427:894,625..895,678(-)","55","0","OG6_160755"
"PPRFG01_1422600","PPRFG01_1422600_t1","Plasmodium praefalciparum strain G01","LT963427:896,336..897,460(-)","122","1","OG6_101040"
"PPRFG01_1422700","PPRFG01_1422700_t1","Plasmodium praefalciparum strain G01","LT963427:898,621..899,556(-)","59","0","OG6_532559"
"PPRFG01_1422800","PPRFG01_1422800_t1","Plasmodium praefalciparum strain G01","LT963427:900,542..901,654(-)","54","0","OG6_532515"
"PPRFG01_1422900","PPRFG01_1422900_t1","Plasmodium praefalciparum strain G01","LT963427:902,960..907,831(+)","52","0","OG6_532620"
"PPRFG01_1423000","PPRFG01_1423000_t1","Plasmodium praefalciparum strain G01","LT963427:909,194..911,446(+)","61","0","OG6_102274"
"PPRFG01_1423100","PPRFG01_1423100_t1","Plasmodium praefalciparum strain G01","LT963427:912,788..914,722(+)","69","0","OG6_114897"
"PPRFG01_1423200","PPRFG01_1423200_t1","Plasmodium praefalciparum strain G01","LT963427:916,444..920,070(+)","32","0","OG6_532664"
"PPRFG01_1423300","PPRFG01_1423300_t1","Plasmodium praefalciparum strain G01","LT963427:921,142..922,710(-)","61","0","OG6_129938"
"PPRFG01_1423400","PPRFG01_1423400_t1","Plasmodium praefalciparum strain G01","LT963427:925,576..926,853(+)","60","0","OG6_532865"
"PPRFG01_1423500","PPRFG01_1423500_t1","Plasmodium praefalciparum strain G01","LT963427:927,590..929,053(-)","61","0","OG6_101829"
"PPRFG01_1423600","PPRFG01_1423600_t1","Plasmodium praefalciparum strain G01","LT963427:932,148..933,923(+)","118","1","OG6_100012"
"PPRFG01_1423700","PPRFG01_1423700_t1","Plasmodium praefalciparum strain G01","LT963427:935,725..938,032(+)","57","0","OG6_102804"
"PPRFG01_1423800","PPRFG01_1423800_t1","Plasmodium praefalciparum strain G01","LT963427:938,855..944,234(+)","64","0","OG6_113318"
"PPRFG01_1424000","PPRFG01_1424000_t1","Plasmodium praefalciparum strain G01","LT963427:949,929..954,475(-)","34","0","OG6_112919"
"PPRFG01_1424100","PPRFG01_1424100_t1","Plasmodium praefalciparum strain G01","LT963427:957,956..960,134(+)","62","0","OG6_137978"
"PPRFG01_1424200","PPRFG01_1424200_t1","Plasmodium praefalciparum strain G01","LT963427:961,144..965,844(-)","24","0","OG6_533269"
"PPRFG01_1424300","PPRFG01_1424300_t1","Plasmodium praefalciparum strain G01","LT963427:969,530..974,248(+)","51","0","OG6_532347"
"PPRFG01_1424800","PPRFG01_1424800_t1","Plasmodium praefalciparum strain G01","LT963427:975,765..977,420(-)","60","0","OG6_100789"
"PPRFG01_1424900","PPRFG01_1424900_t1","Plasmodium praefalciparum strain G01","LT963427:979,754..981,014(+)","61","0","OG6_101259"
"PPRFG01_1425700","PPRFG01_1425700_t1","Plasmodium praefalciparum strain G01","LT963427:985,148..986,368(-)","61","0","OG6_102410"
"PPRFG01_1425800","PPRFG01_1425800_t1","Plasmodium praefalciparum strain G01","LT963427:987,166..989,539(-)","60","0","OG6_532444"
"PPRFG01_1425900","PPRFG01_1425900_t1","Plasmodium praefalciparum strain G01","LT963427:991,029..994,820(+)","61","0","OG6_533271"
"PPRFG01_1426000","PPRFG01_1426000_t1","Plasmodium praefalciparum strain G01","LT963427:995,568..996,218(+)","58","0","OG6_106500"
"PPRFG01_1426100","PPRFG01_1426100_t1","Plasmodium praefalciparum strain G01","LT963427:997,077..1,002,464(-)","51","0","OG6_101179"
"PPRFG01_1426200","PPRFG01_1426200_t1","Plasmodium praefalciparum strain G01","LT963427:1,008,563..1,010,019(+)","60","0","OG6_533072"
"PPRFG01_1426300","PPRFG01_1426300_t1","Plasmodium praefalciparum strain G01","LT963427:1,010,906..1,013,842(+)","16","0","OG6_532429"
"PPRFG01_1426400","PPRFG01_1426400_t1","Plasmodium praefalciparum strain G01","LT963427:1,014,652..1,016,278(-)","58","0","OG6_103137"
"PPRFG01_1426500","PPRFG01_1426500_t1","Plasmodium praefalciparum strain G01","LT963427:1,018,125..1,018,610(-)","62","0","OG6_100663"
"PPRFG01_1426600","PPRFG01_1426600_t1","Plasmodium praefalciparum strain G01","LT963427:1,020,774..1,021,289(-)","61","0","OG6_101091"
"PPRFG01_1426700","PPRFG01_1426700_t1","Plasmodium praefalciparum strain G01","LT963427:1,023,727..1,024,932(-)","63","0","OG6_101444"
"PPRFG01_1426800","PPRFG01_1426800_t1","Plasmodium praefalciparum strain G01","LT963427:1,026,070..1,027,893(-)","61","0","OG6_104087"
"PPRFG01_1426900","PPRFG01_1426900_t1","Plasmodium praefalciparum strain G01","LT963427:1,028,375..1,029,253(-)","56","0","OG6_105927"
"PPRFG01_1427000","PPRFG01_1427000_t1","Plasmodium praefalciparum strain G01","LT963427:1,030,011..1,031,993(-)","60","0","OG6_100076"
"PPRFG01_1427100","PPRFG01_1427100_t1","Plasmodium praefalciparum strain G01","LT963427:1,033,015..1,037,392(-)","44","0","OG6_532327"
"PPRFG01_1427200","PPRFG01_1427200_t1","Plasmodium praefalciparum strain G01","LT963427:1,038,188..1,041,634(-)","60","0","OG6_104577"
"PPRFG01_1427400","PPRFG01_1427400_t1","Plasmodium praefalciparum strain G01","LT963427:1,052,105..1,052,371(-)","58","0","OG6_102683"
"PPRFG01_1427500","PPRFG01_1427500_t1","Plasmodium praefalciparum strain G01","LT963427:1,053,135..1,056,642(+)","60","0","OG6_532930"
"PPRFG01_1427600","PPRFG01_1427600_t1","Plasmodium praefalciparum strain G01","LT963427:1,058,245..1,062,228(+)","60","0","OG6_145929"
"PPRFG01_1427900","PPRFG01_1427900_t1","Plasmodium praefalciparum strain G01","LT963427:1,065,435..1,070,655(+)","60","0","OG6_167120"
"PPRFG01_1428100.1","PPRFG01_1428100.1_t1","Plasmodium praefalciparum strain G01","LT963427:1,078,757..1,081,116(-)","60","1","OG6_171442"
"PPRFG01_1428100.2","PPRFG01_1428100.2_t1","Plasmodium praefalciparum strain G01","LT963427:1,078,757..1,081,116(-)","60","1","OG6_171442"
"PPRFG01_1428200","PPRFG01_1428200_t1","Plasmodium praefalciparum strain G01","LT963427:1,083,181..1,085,616(+)","121","1","OG6_102031"
"PPRFG01_1428300","PPRFG01_1428300_t1","Plasmodium praefalciparum strain G01","LT963427:1,087,048..1,088,484(+)","123","1","OG6_102708"
"PPRFG01_1428400","PPRFG01_1428400_t1","Plasmodium praefalciparum strain G01","LT963427:1,088,908..1,089,099(-)","49","0","OG6_532835"
"PPRFG01_1428500","PPRFG01_1428500_t1","Plasmodium praefalciparum strain G01","LT963427:1,089,839..1,090,579(-)","63","0","OG6_101074"
"PPRFG01_1428600","PPRFG01_1428600_t1","Plasmodium praefalciparum strain G01","LT963427:1,094,413..1,095,258(+)","63","0","OG6_102163"
"PPRFG01_1428700","PPRFG01_1428700_t1","Plasmodium praefalciparum strain G01","LT963427:1,097,173..1,099,183(+)","59","0","OG6_533708"
"PPRFG01_1428800","PPRFG01_1428800_t1","Plasmodium praefalciparum strain G01","LT963427:1,099,470..1,101,365(-)","27","0","OG6_533279"
"PPRFG01_1428900","PPRFG01_1428900_t1","Plasmodium praefalciparum strain G01","LT963427:1,103,344..1,105,776(+)","58","0","OG6_533559"
"PPRFG01_1429000","PPRFG01_1429000_t1","Plasmodium praefalciparum strain G01","LT963427:1,106,560..1,107,891(-)","60","0","OG6_101895"
"PPRFG01_1429100","PPRFG01_1429100_t1","Plasmodium praefalciparum strain G01","LT963427:1,109,492..1,116,968(-)","37","0","OG6_104422"
"PPRFG01_1429200","PPRFG01_1429200_t1","Plasmodium praefalciparum strain G01","LT963427:1,120,153..1,127,952(+)","45","0","OG6_532699"
"PPRFG01_1429300","PPRFG01_1429300_t1","Plasmodium praefalciparum strain G01","LT963427:1,128,707..1,130,693(+)","120","1","OG6_101033"
"PPRFG01_1429400","PPRFG01_1429400_t1","Plasmodium praefalciparum strain G01","LT963427:1,131,132..1,132,412(-)","61","0","OG6_115676"
"PPRFG01_1429500.1","PPRFG01_1429500.1_t1","Plasmodium praefalciparum strain G01","LT963427:1,134,590..1,135,903(+)","60","1","OG6_133547"
"PPRFG01_1429500.2","PPRFG01_1429500.2_t1","Plasmodium praefalciparum strain G01","LT963427:1,134,590..1,135,903(+)","60","1","OG6_133547"
"PPRFG01_1429700","PPRFG01_1429700_t1","Plasmodium praefalciparum strain G01","LT963427:1,142,187..1,142,924(-)","60","0","OG6_103121"
"PPRFG01_1429800","PPRFG01_1429800_t1","Plasmodium praefalciparum strain G01","LT963427:1,143,743..1,145,380(+)","122","1","OG6_100988"
"PPRFG01_1429900","PPRFG01_1429900_t1","Plasmodium praefalciparum strain G01","LT963427:1,146,120..1,149,698(-)","29","0","OG6_133949"
"PPRFG01_1430000","PPRFG01_1430000_t1","Plasmodium praefalciparum strain G01","LT963427:1,152,116..1,155,043(-)","59","0","OG6_176146"
"PPRFG01_1430100","PPRFG01_1430100_t1","Plasmodium praefalciparum strain G01","LT963427:1,156,965..1,165,283(+)","62","0","OG6_102883"
"PPRFG01_1430200","PPRFG01_1430200_t1","Plasmodium praefalciparum strain G01","LT963427:1,165,924..1,168,230(+)","61","0","OG6_103331"
"PPRFG01_1430300","PPRFG01_1430300_t1","Plasmodium praefalciparum strain G01","LT963427:1,168,837..1,169,496(+)","59","0","OG6_533549"
"PPRFG01_1430400","PPRFG01_1430400_t1","Plasmodium praefalciparum strain G01","LT963427:1,169,906..1,171,006(-)","122","1","OG6_100988"
"PPRFG01_1430500","PPRFG01_1430500_t1","Plasmodium praefalciparum strain G01","LT963427:1,172,519..1,177,101(+)","59","0","OG6_100064"
"PPRFG01_1430600","PPRFG01_1430600_t1","Plasmodium praefalciparum strain G01","LT963427:1,178,607..1,182,875(+)","59","0","OG6_106943"
"PPRFG01_1430700","PPRFG01_1430700_t1","Plasmodium praefalciparum strain G01","LT963427:1,183,522..1,184,845(-)","59","0","OG6_109745"
"PPRFG01_1430800","PPRFG01_1430800_t1","Plasmodium praefalciparum strain G01","LT963427:1,186,779..1,189,456(+)","60","0","OG6_101438"
"PPRFG01_1430900","PPRFG01_1430900_t1","Plasmodium praefalciparum strain G01","LT963427:1,190,780..1,193,782(+)","123","1","OG6_119797"
"PPRFG01_1431000","PPRFG01_1431000_t1","Plasmodium praefalciparum strain G01","LT963427:1,194,243..1,202,114(-)","59","0","OG6_101402"
"PPRFG01_1431100","PPRFG01_1431100_t1","Plasmodium praefalciparum strain G01","LT963427:1,204,057..1,206,621(+)","60","0","OG6_532495"
"PPRFG01_1431200","PPRFG01_1431200_t1","Plasmodium praefalciparum strain G01","LT963427:1,207,364..1,208,692(+)","61","0","OG6_532975"
"PPRFG01_1431300","PPRFG01_1431300_t1","Plasmodium praefalciparum strain G01","LT963427:1,209,669..1,212,374(+)","58","0","OG6_115768"
"PPRFG01_1431400","PPRFG01_1431400_t1","Plasmodium praefalciparum strain G01","LT963427:1,213,357..1,215,131(+)","122","1","OG6_100455"
"PPRFG01_1431500","PPRFG01_1431500_t1","Plasmodium praefalciparum strain G01","LT963427:1,217,415..1,218,212(+)","59","0","OG6_533214"
"PPRFG01_1431600","PPRFG01_1431600_t1","Plasmodium praefalciparum strain G01","LT963427:1,219,133..1,219,651(-)","63","0","OG6_103253"
"PPRFG01_1431700","PPRFG01_1431700_t1","Plasmodium praefalciparum strain G01","LT963427:1,220,561..1,221,453(-)","119","1","OG6_100929"
"PPRFG01_1431800","PPRFG01_1431800_t1","Plasmodium praefalciparum strain G01","LT963427:1,224,248..1,225,291(+)","60","0","OG6_532873"
"PPRFG01_1431900","PPRFG01_1431900_t1","Plasmodium praefalciparum strain G01","LT963427:1,226,901..1,230,527(-)","43","0","OG6_146165"
"PPRFG01_1432000","PPRFG01_1432000_t1","Plasmodium praefalciparum strain G01","LT963427:1,233,571..1,236,441(+)","62","0","OG6_101986"
"PPRFG01_1432200","PPRFG01_1432200_t1","Plasmodium praefalciparum strain G01","LT963427:1,241,601..1,244,369(-)","60","0","OG6_102994"
"PPRFG01_1432300","PPRFG01_1432300_t1","Plasmodium praefalciparum strain G01","LT963427:1,246,734..1,248,122(+)","60","0","OG6_100409"
"PPRFG01_1432400","PPRFG01_1432400_t1","Plasmodium praefalciparum strain G01","LT963427:1,249,767..1,250,662(+)","61","0","OG6_100966"
"PPRFG01_1432500","PPRFG01_1432500_t1","Plasmodium praefalciparum strain G01","LT963427:1,252,096..1,255,021(+)","26","0","OG6_101124"
"PPRFG01_1432600","PPRFG01_1432600_t1","Plasmodium praefalciparum strain G01","LT963427:1,256,382..1,259,747(+)","60","0","OG6_143934"
"PPRFG01_1432700","PPRFG01_1432700_t1","Plasmodium praefalciparum strain G01","LT963427:1,260,530..1,261,843(-)","119","1","OG6_100497"
"PPRFG01_1432800","PPRFG01_1432800_t1","Plasmodium praefalciparum strain G01","LT963427:1,263,745..1,265,689(+)","61","0","OG6_132669"
"PPRFG01_1432900","PPRFG01_1432900_t1","Plasmodium praefalciparum strain G01","LT963427:1,266,707..1,271,820(+)","42","0","OG6_532502"
"PPRFG01_1433000","PPRFG01_1433000_t1","Plasmodium praefalciparum strain G01","LT963427:1,272,185..1,277,560(-)","61","0","OG6_146140"
"PPRFG01_1433100","PPRFG01_1433100_t1","Plasmodium praefalciparum strain G01","LT963427:1,278,799..1,285,548(-)","63","0","OG6_105353"
"PPRFG01_1433200","PPRFG01_1433200_t1","Plasmodium praefalciparum strain G01","LT963427:1,286,467..1,287,964(+)","58","0","OG6_102561"
"PPRFG01_1433300","PPRFG01_1433300_t1","Plasmodium praefalciparum strain G01","LT963427:1,288,589..1,292,194(-)","59","0","OG6_532401"
"PPRFG01_1433400","PPRFG01_1433400_t1","Plasmodium praefalciparum strain G01","LT963427:1,293,431..1,294,430(-)","58","0","OG6_100731"
"PPRFG01_1433500","PPRFG01_1433500_t1","Plasmodium praefalciparum strain G01","LT963427:1,295,850..1,298,039(-)","39","0","OG6_532627"
"PPRFG01_1433600","PPRFG01_1433600_t1","Plasmodium praefalciparum strain G01","LT963427:1,299,144..1,300,175(-)","60","0","OG6_129486"
