GENE	TRANS	NAME	NS	SYN	FFD	TOTAL_CODING_LENGTH	PROP_NS	PROP_SYN	PROP_FFD	STOP_CODONS	FULL_LENGTH	COORD	variable	value	ID	coding_length_adj
PF3D7_0935200	PF3D7_0935200.1	vacuolar protein sorting-associated protein 33, putative	2826.5	617.5	200	3444	0.820702671	0.179297329	0.058072009	1	3444	location=Pf3D7_09_v3:1368594-1372037(-)	5	0.7705882352941177	PF3D7_0935200	2653.9058823529413
PF3D7_0703400	PF3D7_0703400.1	conserved Plasmodium protein, unknown function	1996.833333	466.1666667	143	2463	0.810732169	0.189267831	0.058059277	1	2463	location=Pf3D7_07_v3:129370-131832(-)	3	0.8213166144200627	PF3D7_0703400	2022.9028213166143
PF3D7_0916900	PF3D7_0916900.1	Zinc finger HIT domain-containing protein 3	817.0	182.0	58	999	0.817817818	0.182182182	0.058058058	1	999	location=Pf3D7_09_v3:705357-706355(+)	3	0.8535031847133758	PF3D7_0916900	852.6496815286624
PF3D7_0919900	PF3D7_0919900.1	regulator of chromosome condensation-PP1-interacting protein	8381.5	1764.5	589	10146	0.826089099	0.173910901	0.058052434	1	10146	location=Pf3D7_09_v3:809659-819804(-)	6	0.8324500611496127	PF3D7_0919900	8446.038320423972
PF3D7_0212500	PF3D7_0212500.1	nucleoporin NUP434, putative	9763.833333	2209.166667	695	11973	0.815487625	0.184512375	0.058047273	1	12222	location=Pf3D7_02_v3:509525-521746(+)	6	0.806948109058927	PF3D7_0212500	9661.589709762533
PF3D7_1110900	PF3D7_1110900.1	ES2 protein, putative	1428.833333	311.1666667	101	1740	0.821168582	0.178831418	0.058045977	1	1740	location=Pf3D7_11_v3:431906-433645(-)	5	0.8121911037891268	PF3D7_1110900	1413.2125205930806
PF3D7_0318300	PF3D7_0318300.1	conserved Plasmodium protein, unknown function	2741.833333	618.1666667	195	3360	0.816021825	0.183978175	0.058035714	1	3802	location=Pf3D7_03_v3:756491-760292(-)	6	0.8322683706070287	PF3D7_0318300	2796.4217252396165
PF3D7_1356100	PF3D7_1356100.1	conserved Plasmodium protein, unknown function	2393.666667	501.3333333	168	2895	0.826827864	0.173172136	0.058031088	1	2895	location=Pf3D7_13_v3:2224146-2227040(-)	4	0.8349120433017592	PF3D7_1356100	2417.070365358593
PF3D7_1365300	PF3D7_1365300.1	conserved Plasmodium protein, unknown function	1810.0	413.0	129	2223	0.814215025	0.185784975	0.05802969	1	2223	location=Pf3D7_13_v3:2612422-2614644(-)	3	0.8309572301425662	PF3D7_1365300	1847.2179226069245
PF3D7_0409000	PF3D7_0409000.1	conserved Plasmodium protein, unknown function	6223.666667	1480.333333	447	7704	0.807848737	0.192151263	0.058021807	1	7704	location=Pf3D7_04_v3:427664-435367(-)	5	0.8412371134020619	PF3D7_0409000	6480.8907216494845
PF3D7_0309700	PF3D7_0309700.1	SECIS-binding protein 2, putative	1500.0	327.0	106	1827	0.821018062	0.178981938	0.05801861	1	1827	location=Pf3D7_03_v3:409102-410928(-)	6	0.8215158924205379	PF3D7_0309700	1500.9095354523229
PF3D7_0706600	PF3D7_0706600.1	conserved Plasmodium protein, unknown function	1625.833333	408.1666667	118	2034	0.799328089	0.200671911	0.058013766	1	2034	location=Pf3D7_07_v3:320248-322281(+)	1	0.835725677830941	PF3D7_0706600	1699.8660287081339
PF3D7_0514200	PF3D7_0514200.1	conserved Plasmodium protein, unknown function	2114.5	489.5	151	2604	0.812019969	0.187980031	0.057987711	1	2604	location=Pf3D7_05_v3:596818-599421(+)	4	0.7765567765567766	PF3D7_0514200	2022.1538461538462
PF3D7_1034500	PF3D7_1034500.1	armadillo repeat protein, putative	3702.166667	833.8333333	263	4536	0.816174309	0.183825691	0.0579806	1	5401	location=Pf3D7_10_v3:1370731-1376131(+)	4	0.8507462686567164	PF3D7_1034500	3858.9850746268658
PF3D7_0805800	PF3D7_0805800.1	conserved Plasmodium protein, unknown function	1061.166667	249.8333333	76	1311	0.809433003	0.190566997	0.057971014	1	1311	location=Pf3D7_08_v3:322367-323677(-)	2	0.8042553191489362	PF3D7_0805800	1054.3787234042554
PF3D7_1110100	PF3D7_1110100.1	C2 domain-containing membrane protein	2085.166667	467.8333333	148	2553	0.816751534	0.183248466	0.057971014	1	2553	location=Pf3D7_11_v3:400686-403238(+)	4	0.8439597315436241	PF3D7_1110100	2154.6291946308725
PF3D7_0820800	PF3D7_0820800.1	conserved Plasmodium protein, unknown function	1996.5	454.5	142	2451	0.814565483	0.185434517	0.057935537	1	2451	location=Pf3D7_08_v3:936426-938876(-)	4	0.8138195777351248	PF3D7_0820800	1994.671785028791
PF3D7_1112600	PF3D7_1112600.1	ATPase, putative	1733.833333	390.1666667	123	2124	0.816305712	0.183694288	0.057909605	1	2124	location=Pf3D7_11_v3:478823-480946(-)	3	0.750524109014675	PF3D7_1112600	1594.1132075471698
PF3D7_1419100	PF3D7_1419100.1	ATP-dependent RNA helicase DDX55	2554.5	571.5	181	3126	0.817178503	0.182821497	0.057901472	1	3126	location=Pf3D7_14_v3:793752-796877(+)	6	0.8512035010940919	PF3D7_1419100	2660.8621444201312
PF3D7_0806900	PF3D7_0806900.1	conserved protein, unknown function	932.3333333	207.6666667	66	1140	0.817836257	0.182163743	0.057894737	1	1140	location=Pf3D7_08_v3:368607-369746(-)	5	0.7479224376731302	PF3D7_0806900	852.6315789473683
PF3D7_1122800	PF3D7_1122800.1	calcium-dependent protein kinase 6	3985.666667	868.3333333	281	4854	0.821109738	0.178890262	0.0578904	1	5648	location=Pf3D7_11_v3:872031-877678(+)	6	0.7279489904357067	PF3D7_1122800	3533.46439957492
PF3D7_0110200	PF3D7_0110200.1	FAD-linked sulfhydryl oxidase ERV1, putative	350.5	81.5	25	432	0.811342593	0.188657407	0.05787037	1	432	location=Pf3D7_01_v3:392604-393035(+)	3	0.7642276422764228	PF3D7_0110200	330.1463414634147
PF3D7_0502300	PF3D7_0502300.1	conserved Plasmodium protein, unknown function	710.6666667	153.3333333	50	864	0.822530864	0.177469136	0.05787037	1	864	location=Pf3D7_05_v3:107075-107938(-)	4	0.8235294117647058	PF3D7_0502300	711.5294117647059
PF3D7_0714600	PF3D7_0714600.1	conserved protein, unknown function	1423.166667	304.8333333	100	1728	0.823591821	0.176408179	0.05787037	1	1728	location=Pf3D7_07_v3:667985-669712(+)	4	0.7951070336391437	PF3D7_0714600	1373.9449541284403
PF3D7_1141100	PF3D7_1141100.1	conserved Plasmodium protein, unknown function	6305.666667	1386.333333	445	7692	0.819769457	0.180230543	0.057852314	1	7692	location=Pf3D7_11_v3:1649321-1657012(+)	4	0.8431743032593293	PF3D7_1141100	6485.696740670761
PF3D7_1330500	PF3D7_1330500.1	CTLH domain-containing protein, putative	1791.833333	386.1666667	126	2178	0.822696664	0.177303336	0.05785124	1	2178	location=Pf3D7_13_v3:1284988-1287165(+)	6	0.8236658932714617	PF3D7_1330500	1793.9443155452436
PF3D7_0106500	PF3D7_0106500.1	conserved Plasmodium protein, unknown function	3495.5	740.5	245	4236	0.825188857	0.174811143	0.057837583	1	4236	location=Pf3D7_01_v3:274315-278550(+)	5	0.863681592039801	PF3D7_0106500	3658.555223880597
PF3D7_1322600	PF3D7_1322600.1	conserved Plasmodium protein, unknown function	1250.5	288.5	89	1539	0.812540611	0.187459389	0.05782976	1	1539	location=Pf3D7_13_v3:955957-957495(-)	4	0.8538283062645011	PF3D7_1322600	1314.0417633410673
PF3D7_1408500	PF3D7_1408500.1	conserved Plasmodium protein, unknown function	486.5	101.5	34	588	0.827380952	0.172619048	0.057823129	1	588	location=Pf3D7_14_v3:320274-320861(+)	3	0.6521739130434783	PF3D7_1408500	383.47826086956525
PF3D7_0530000	PF3D7_0530000.1	conserved Plasmodium protein, unknown function	244.0	50.0	17	294	0.829931973	0.170068027	0.057823129	1	294	location=Pf3D7_05_v3:1224598-1224891(-)	5	0.847457627118644	PF3D7_0530000	249.15254237288136
PF3D7_0530300	PF3D7_0530300.1	PhIL1-interacting candidate PIC6	3528.0	813.0	251	4341	0.812715964	0.187284036	0.057820779	1	4686	location=Pf3D7_05_v3:1233401-1238086(+)	5	0.833757421543681	PF3D7_0530300	3619.3409669211196
PF3D7_1337700	PF3D7_1337700.1	phosphoinositide-binding protein PH2	1502.666667	348.3333333	107	1851	0.811813434	0.188186566	0.057806591	1	2253	location=Pf3D7_13_v3:1525562-1527814(+)	3	0.7357142857142858	PF3D7_1337700	1361.807142857143
PF3D7_1208100	PF3D7_1208100.1	conserved Plasmodium protein, unknown function	10880.5	2529.5	775	13410	0.81137211	0.18862789	0.057792692	1	13975	location=Pf3D7_12_v3:361900-375874(+)	6	0.8357085237967196	PF3D7_1208100	11206.851304114009
PF3D7_0203100	PF3D7_0203100.1	protein kinase, putative	6137.833333	1320.166667	431	7458	0.822986502	0.177013498	0.057790292	1	7458	location=Pf3D7_02_v3:149524-156981(-)	5	0.8482245131729668	PF3D7_0203100	6326.0584192439865
PF3D7_1025300	PF3D7_1025300.1	conserved protein, unknown function	2267.333333	501.6666667	160	2769	0.818827495	0.181172505	0.057782593	1	2769	location=Pf3D7_10_v3:1057890-1060658(-)	5	0.7902621722846442	PF3D7_1025300	2188.23595505618
PF3D7_1334200	PF3D7_1334200.1	chaperone binding protein, putative	1299.833333	275.1666667	91	1575	0.825291005	0.174708995	0.057777778	1	1575	location=Pf3D7_13_v3:1398271-1399845(+)	3	0.7770897832817337	PF3D7_1334200	1223.9164086687306
PF3D7_0412000	PF3D7_0412000.1	LITAF-like zinc finger protein, putative	1923.833333	413.1666667	135	2337	0.82320639	0.17679361	0.057766367	1	2337	location=Pf3D7_04_v3:536774-539110(+)	5	0.7784090909090909	PF3D7_0412000	1819.1420454545455
PF3D7_1457600	PF3D7_1457600.1	conserved Plasmodium protein, unknown function	1364.666667	297.3333333	96	1662	0.821099077	0.178900923	0.057761733	1	1793	location=Pf3D7_14_v3:2363578-2365370(+)	4	0.8453038674033149	PF3D7_1457600	1404.8950276243093
PF3D7_1110800	PF3D7_1110800.1	conserved Plasmodium protein, unknown function	494.1666667	111.8333333	35	606	0.815456546	0.184543454	0.057755776	1	1320	location=Pf3D7_11_v3:430157-431476(-)	6	0.8106508875739645	PF3D7_1110800	491.2544378698225
PF3D7_0714500	PF3D7_0714500.1	transcription elongation factor s-II, putative	1004.166667	207.8333333	70	1212	0.828520352	0.171479648	0.057755776	1	1212	location=Pf3D7_07_v3:664956-666167(+)	5	0.7663934426229508	PF3D7_0714500	928.8688524590165
PF3D7_1319600	PF3D7_1319600.1	ACDC domain-containing protein, putative	4023.333333	878.6666667	283	4902	0.820753434	0.179246566	0.057731538	1	4902	location=Pf3D7_13_v3:810187-815088(+)	6	0.8356589147286821	PF3D7_1319600	4096.4
PF3D7_0931700	PF3D7_0931700.1	PIH1 domain-containing protein, putative	1767.333333	380.6666667	124	2148	0.822780881	0.177219119	0.057728119	1	2502	location=Pf3D7_09_v3:1270155-1272656(+)	6	0.8347639484978541	PF3D7_0931700	1793.0729613733906
PF3D7_0926500	PF3D7_0926500.1	tetratricopeptide repeat protein, putative	4704.833333	1064.166667	333	5769	0.815537066	0.184462934	0.057722309	1	5769	location=Pf3D7_09_v3:1075915-1081683(-)	5	0.8404344193817878	PF3D7_0926500	4848.466165413533
PF3D7_0316500	PF3D7_0316500.1	kinetochore protein NUF2, putative	1132.833333	253.1666667	80	1386	0.817340067	0.182659933	0.057720058	1	1386	location=Pf3D7_03_v3:667006-668391(+)	5	0.6492537313432836	PF3D7_0316500	899.865671641791
PF3D7_0931100	PF3D7_0931100.1	nucleolar protein Nop52, putative	2052.833333	425.1666667	143	2478	0.82842346	0.17157654	0.057707829	1	2478	location=Pf3D7_09_v3:1254815-1257292(+)	5	0.7672955974842768	PF3D7_0931100	1901.358490566038
PF3D7_1205400	PF3D7_1205400.1	kelch domain-containing protein, putative	2661.166667	596.8333333	188	3258	0.816809904	0.183190096	0.057704113	1	3258	location=Pf3D7_12_v3:232389-235646(-)	6	0.8473895582329317	PF3D7_1205400	2760.7951807228915
PF3D7_1211200	PF3D7_1211200.1	conserved Plasmodium protein, unknown function	4478.666667	1017.333333	317	5496	0.814895682	0.185104318	0.057678311	1	5496	location=Pf3D7_12_v3:491893-497388(-)	6	0.8602885345482156	PF3D7_1211200	4728.145785876993
PF3D7_1106200	PF3D7_1106200.1	conserved Plasmodium protein, unknown function	1660.833333	385.1666667	118	2046	0.811746497	0.188253503	0.057673509	1	2465	location=Pf3D7_11_v3:260867-263331(+)	5	0.8284132841328413	PF3D7_1106200	1694.9335793357934
PF3D7_1204200	PF3D7_1204200.1	conserved Plasmodium protein, unknown function	1530.0	360.0	109	1890	0.80952381	0.19047619	0.057671958	1	1890	location=Pf3D7_12_v3:202948-204837(+)	4	0.8138297872340425	PF3D7_1204200	1538.1382978723404
PF3D7_0906600	PF3D7_0906600.1	zinc finger protein, putative	2117.333333	414.6666667	146	2532	0.836229595	0.163770405	0.057661927	1	2532	location=Pf3D7_09_v3:320811-323342(-)	4	0.7938775510204081	PF3D7_0906600	2010.0979591836733
PF3D7_0424200	PF3D7_0424200.1	reticulocyte binding protein homologue 4	4201.5	949.5	297	5151	0.815666861	0.184333139	0.057658707	1	5299	location=Pf3D7_04_v3:1085979-1091277(-)	2	0.8558823529411764	PF3D7_0424200	4408.65
PF3D7_1032100	PF3D7_1032100.1	mRNA-decapping enzyme subunit 1, putative	2959.166667	613.8333333	206	3573	0.828202258	0.171797742	0.057654632	1	3573	location=Pf3D7_10_v3:1293499-1297071(+)	6	0.844988344988345	PF3D7_1032100	3019.1433566433566
PF3D7_1416700	PF3D7_1416700.1	conserved protein, unknown function	325.5	73.5	23	399	0.815789474	0.184210526	0.05764411	1	969	location=Pf3D7_14_v3:681055-682023(-)	2	0.7923076923076923	PF3D7_1416700	316.1307692307692
PF3D7_0926800	PF3D7_0926800.1	conserved Plasmodium protein, unknown function	3032.333333	645.6666667	212	3678	0.824451695	0.175548305	0.057640022	1	3678	location=Pf3D7_09_v3:1092844-1096521(-)	5	0.8226332970620239	PF3D7_0926800	3025.645266594124
PF3D7_0930100	PF3D7_0930100.1	heptatricopeptide repeat-containing protein, putative	2818.5	634.5	199	3453	0.816246742	0.183753258	0.057631045	1	3453	location=Pf3D7_09_v3:1191787-1195239(-)	5	0.7917383820998278	PF3D7_0930100	2733.8726333907057
PF3D7_1321000	PF3D7_1321000.1	conserved Plasmodium protein, unknown function	1679.333333	369.6666667	118	2049	0.81958679	0.18041321	0.057589068	1	2049	location=Pf3D7_13_v3:859299-861347(+)	5	0.7863013698630137	PF3D7_1321000	1611.131506849315
PF3D7_0704100	PF3D7_0704100.1	basal complex transmembrane protein 2	8740.166667	1939.833333	615	10680	0.818367665	0.181632335	0.05758427	1	10680	location=Pf3D7_07_v3:180036-190715(+)	5	0.8418059011731248	PF3D7_0704100	8990.487024528973
PF3D7_1453100	PF3D7_1453100.1	dynactin subunit 4, putative	1547.666667	345.3333333	109	1893	0.817573516	0.182426484	0.05758056	1	1893	location=Pf3D7_14_v3:2176837-2178729(-)	4	0.8347676419965576	PF3D7_1453100	1580.2151462994836
PF3D7_1429200	PF3D7_1429200.1	AP2 domain transcription factor AP2-O3, putative	2936.333333	624.6666667	205	3561	0.82458111	0.17541889	0.057568099	1	3561	location=Pf3D7_14_v3:1144518-1148078(-)	3	0.8067567567567567	PF3D7_1429200	2872.8608108108106
PF3D7_0624400	PF3D7_0624400.1	conserved protein, unknown function	1482.5	341.5	105	1824	0.812774123	0.187225877	0.057565789	1	1824	location=Pf3D7_06_v3:990375-992198(-)	6	0.8376068376068376	PF3D7_0624400	1527.7948717948718
PF3D7_1211500	PF3D7_1211500.1	ribosomal protein S18, mitochondrial	946.3333333	217.6666667	67	1164	0.813001145	0.186998855	0.057560137	1	1164	location=Pf3D7_12_v3:507808-508971(-)	3	0.7430340557275542	PF3D7_1211500	864.8916408668731
PF3D7_1145500	PF3D7_1145500.1	ABC transporter B family member 3, putative	2014.666667	487.3333333	144	2502	0.805222489	0.194777511	0.057553957	1	2772	location=Pf3D7_11_v3:1807359-1810130(+)	6	0.830110497237569	PF3D7_1145500	2076.9364640883978
PF3D7_1423500	PF3D7_1423500.1	conserved Plasmodium protein, unknown function	4028.666667	837.3333333	280	4866	0.827921633	0.172078367	0.057542129	1	4962	location=Pf3D7_14_v3:947387-952348(-)	6	0.8007075471698113	PF3D7_1423500	3896.242924528302
PF3D7_0218600	PF3D7_0218600.1	patatin-like phospholipase, putative	5835.333333	1307.666667	411	7143	0.816930328	0.183069672	0.057538849	1	7143	location=Pf3D7_02_v3:755418-762560(+)	6	0.7986539540100953	PF3D7_0218600	5704.785193494111
PF3D7_1126700	PF3D7_1126700.1	conserved Plasmodium protein, unknown function	2286.333333	494.6666667	160	2781	0.822126333	0.177873667	0.057533261	1	5298	location=Pf3D7_11_v3:1040790-1046087(-)	4	0.7607913669064749	PF3D7_1126700	2115.7607913669067
PF3D7_0530100	PF3D7_0530100.1	SNARE protein, putative	556.5	121.5	39	678	0.82079646	0.17920354	0.057522124	1	875	location=Pf3D7_05_v3:1226883-1227757(+)	4	0.8278145695364238	PF3D7_0530100	561.2582781456954
PF3D7_1440400	PF3D7_1440400.1	zinc finger protein, putative	3125.833333	717.1666667	221	3843	0.813383641	0.186616359	0.057507156	1	4022	location=Pf3D7_14_v3:1647673-1651694(-)	4	0.8551307847082495	PF3D7_1440400	3286.267605633803
PF3D7_0801900	PF3D7_0801900.1	lysine-specific histone demethylase, putative	11513.66667	2475.333333	804	13989	0.823051445	0.176948555	0.057473729	1	13989	location=Pf3D7_08_v3:128849-142837(+)	6	0.8425891872011769	PF3D7_0801900	11786.980139757265
PF3D7_1130500	PF3D7_1130500.1	conserved oligomeric Golgi complex subunit 2, putative	2398.5	559.5	170	2958	0.810851927	0.189148073	0.057471264	1	4045	location=Pf3D7_11_v3:1171680-1175724(+)	6	0.800747198007472	PF3D7_1130500	2368.610211706102
PF3D7_0405200	PF3D7_0405200.1	protein CERLI2	1424.166667	315.8333333	100	1740	0.81848659	0.18151341	0.057471264	1	2912	location=Pf3D7_04_v3:279072-281983(+)	5	0.7165354330708661	PF3D7_0405200	1246.771653543307
PF3D7_1369100	PF3D7_1369100.1	conserved Plasmodium protein, unknown function	1284.666667	281.3333333	90	1566	0.820349085	0.179650915	0.057471264	1	1566	location=Pf3D7_13_v3:2746659-2748224(-)	5	0.8614609571788413	PF3D7_1369100	1349.0478589420654
PF3D7_1447100	PF3D7_1447100.1	conserved Plasmodium protein, unknown function	361.0	74.0	25	435	0.829885057	0.170114943	0.057471264	1	780	location=Pf3D7_14_v3:1932421-1933200(-)	5	0.8130841121495327	PF3D7_1447100	353.69158878504675
PF3D7_1409500	PF3D7_1409500.1	conserved Plasmodium protein, unknown function	2166.666667	461.3333333	151	2628	0.824454592	0.175545408	0.057458143	1	2861	location=Pf3D7_14_v3:370146-373006(+)	5	0.8810623556581986	PF3D7_1409500	2315.431870669746
PF3D7_1366300	PF3D7_1366300.1	conserved Plasmodium protein, unknown function	10129.83333	2281.166667	713	12411	0.816197996	0.183802004	0.057449037	1	13743	location=Pf3D7_13_v3:2638955-2652697(-)	6	0.8451670644391408	PF3D7_1366300	10489.368436754177
PF3D7_1141400	PF3D7_1141400.1	phosphatidylinositol N-acetylglucosaminyltransferase subunit H, putative	861.0	201.0	61	1062	0.810734463	0.189265537	0.057438795	1	1630	location=Pf3D7_11_v3:1663621-1665250(+)	6	0.8508064516129032	PF3D7_1141400	903.5564516129033
PF3D7_0531300	PF3D7_0531300.1	conserved Plasmodium protein, unknown function	728.5	159.5	51	888	0.820382883	0.179617117	0.057432432	1	966	location=Pf3D7_05_v3:1281289-1282254(+)	4	0.8354430379746836	PF3D7_0531300	741.873417721519
PF3D7_1319700	PF3D7_1319700.1	protein phosphatase PP2A regulatory subunit A, putative	2089.666667	487.3333333	148	2577	0.810891217	0.189108783	0.057431121	1	2577	location=Pf3D7_13_v3:815822-818398(-)	3	0.7608695652173914	PF3D7_1319700	1960.7608695652175
PF3D7_1227700	PF3D7_1227700.1	protein KIC2	1897.833333	418.1666667	133	2316	0.819444444	0.180555556	0.057426598	1	2748	location=Pf3D7_12_v3:1128939-1131686(-)	5	0.7176724137931034	PF3D7_1227700	1662.1293103448274
PF3D7_1135500	PF3D7_1135500.1	RNA-binding protein, putative	873.6666667	206.3333333	62	1080	0.808950617	0.191049383	0.057407407	1	1819	location=Pf3D7_11_v3:1387091-1388909(-)	4	0.7609561752988048	PF3D7_1135500	821.8326693227092
PF3D7_0826000	PF3D7_0826000.1	conserved Plasmodium protein, unknown function	2897.0	622.0	202	3519	0.82324524	0.17675476	0.057402671	1	3519	location=Pf3D7_08_v3:1109276-1112794(+)	3	0.8190255220417634	PF3D7_0826000	2882.1508120649655
PF3D7_0807800	PF3D7_0807800.1	26S proteasome regulatory subunit RPN10, putative	1197.166667	248.8333333	83	1446	0.82791609	0.17208391	0.057399723	1	1770	location=Pf3D7_08_v3:399591-401360(-)	6	0.7806691449814126	PF3D7_0807800	1128.8475836431226
PF3D7_0926000	PF3D7_0926000.1	protein kinase, putative	3126.666667	707.3333333	220	3834	0.815510346	0.184489654	0.057381325	1	4253	location=Pf3D7_09_v3:1043542-1047794(+)	6	0.8619436875567665	PF3D7_0926000	3304.692098092643
PF3D7_0721200	PF3D7_0721200.1	conserved Plasmodium protein, unknown function	2321.0	538.0	164	2859	0.811822315	0.188177685	0.057362714	1	2859	location=Pf3D7_07_v3:917958-920816(-)	6	0.7996688741721855	PF3D7_0721200	2286.2533112582782
PF3D7_0310200	PF3D7_0310200.1	phd finger protein, putative	11260.5	2392.5	783	13653	0.824763788	0.175236212	0.057350033	1	13653	location=Pf3D7_03_v3:427290-440942(+)	6	0.798440065681445	PF3D7_0310200	10901.102216748768
PF3D7_1331000	PF3D7_1331000.1	protein kinase, putative	1361.833333	312.1666667	96	1674	0.81352051	0.18647949	0.05734767	1	1674	location=Pf3D7_13_v3:1297600-1299273(-)	6	0.8381962864721485	PF3D7_1331000	1403.1405835543767
PF3D7_1030400	PF3D7_1030400.1	conserved protein, unknown function	686.1666667	150.8333333	48	837	0.819792911	0.180207089	0.05734767	1	1211	location=Pf3D7_10_v3:1241767-1242977(-)	4	0.7802197802197802	PF3D7_1030400	653.0439560439561
PF3D7_1473100	PF3D7_1473100.1	GTPase-activating protein, putative	1449.833333	329.1666667	102	1779	0.814970957	0.185029043	0.057335582	1	1907	location=Pf3D7_14_v3:2976211-2978117(-)	5	0.815028901734104	PF3D7_1473100	1449.936416184971
PF3D7_1468300	PF3D7_1468300.1	leucine-rich repeat protein	608.8333333	141.1666667	43	750	0.811777778	0.188222222	0.057333333	1	1021	location=Pf3D7_14_v3:2803593-2804613(+)	4	0.8421052631578947	PF3D7_1468300	631.578947368421
PF3D7_1235300	PF3D7_1235300.1	CCR4-NOT transcription complex subunit 4, putative	4136.5	852.5	286	4989	0.829124073	0.170875927	0.057326117	1	4989	location=Pf3D7_12_v3:1470713-1475701(+)	6	0.7358695652173913	PF3D7_1235300	3671.2532608695656
PF3D7_0724000	PF3D7_0724000.1	Rab GTPase activator and protein kinase, putative	4698.833333	1112.166667	333	5811	0.808610107	0.191389893	0.057305111	1	5811	location=Pf3D7_07_v3:1006335-1012145(+)	6	0.8100866824271079	PF3D7_0724000	4707.413711583924
PF3D7_0807400	PF3D7_0807400.1	coenzyme Q-binding protein COQ10 homolog, mitochondrial	465.6666667	110.3333333	33	576	0.808449074	0.191550926	0.057291667	1	1500	location=Pf3D7_08_v3:384298-385797(+)	5	0.75	PF3D7_0807400	432.0
PF3D7_0212700	PF3D7_0212700.1	SRR1-like protein	1102.833333	241.1666667	77	1344	0.820560516	0.179439484	0.057291667	1	1344	location=Pf3D7_02_v3:524700-526043(-)	5	0.8668831168831169	PF3D7_0212700	1165.0909090909092
PF3D7_1144200	PF3D7_1144200.1	conserved Plasmodium protein, unknown function	797.0	163.0	55	960	0.830208333	0.169791667	0.057291667	1	1150	location=Pf3D7_11_v3:1757488-1758637(-)	4	0.8938356164383562	PF3D7_1144200	858.082191780822
PF3D7_1319900	PF3D7_1319900.1	conserved Plasmodium protein, unknown function	3636.333333	833.6666667	256	4470	0.81349739	0.18650261	0.057270694	1	4470	location=Pf3D7_13_v3:822078-826547(-)	3	0.8083333333333333	PF3D7_1319900	3613.25
PF3D7_1009900	PF3D7_1009900.1	heptatricopeptide repeat-containing protein, putative	1898.833333	441.1666667	134	2340	0.811467236	0.188532764	0.057264957	1	2572	location=Pf3D7_10_v3:399207-401778(+)	6	0.7601410934744268	PF3D7_1009900	1778.7301587301588
PF3D7_1403100	PF3D7_1403100.1	condensin complex subunit 1, putative	4799.0	1069.0	336	5868	0.817825494	0.182174506	0.057259714	1	5868	location=Pf3D7_14_v3:113144-119011(-)	6	0.8673400673400673	PF3D7_1403100	5089.551515151515
PF3D7_1306500	PF3D7_1306500.1	MORN repeat protein, putative	10491.33333	2450.666667	741	12942	0.810642353	0.189357647	0.057255447	1	12942	location=Pf3D7_13_v3:300988-313929(+)	4	0.8481510621557828	PF3D7_1306500	10976.771046420141
PF3D7_1142000	PF3D7_1142000.1	heptatricopeptide repeat-containing protein, putative	1684.333333	394.6666667	119	2079	0.810165143	0.189834857	0.057239057	1	2079	location=Pf3D7_11_v3:1679078-1681156(+)	3	0.85667215815486	PF3D7_1142000	1781.0214168039538
PF3D7_0804300	PF3D7_0804300.1	zinc finger protein, putative	2200.666667	472.3333333	153	2673	0.823294675	0.176705325	0.057239057	1	2673	location=Pf3D7_08_v3:242103-244775(+)	6	0.8336673346693386	PF3D7_0804300	2228.392785571142
PF3D7_1235800	PF3D7_1235800.1	peptidase, putative	4905.5	1139.5	346	6045	0.811497105	0.188502895	0.057237386	1	7747	location=Pf3D7_12_v3:1489319-1497065(-)	5	0.8231511254019293	PF3D7_1235800	4975.948553054663
PF3D7_0728100	PF3D7_0728100.1	anaphase-promoting complex subunit 1, putative	13575.16667	3110.833333	955	16686	0.813566263	0.186433737	0.057233609	1	16686	location=Pf3D7_07_v3:1193616-1210301(-)	6	0.8600427350427351	PF3D7_0728100	14350.673076923078
PF3D7_1140800	PF3D7_1140800.1	conserved Plasmodium protein, unknown function	1982.833333	429.1666667	138	2412	0.822070205	0.177929795	0.05721393	1	2412	location=Pf3D7_11_v3:1633920-1636331(+)	5	0.8278829604130808	PF3D7_1140800	1996.853700516351
PF3D7_1003400	PF3D7_1003400.1	conserved Plasmodium protein, unknown function	5049.166667	1103.833333	352	6153	0.820602416	0.179397584	0.057207866	1	6153	location=Pf3D7_10_v3:152364-158516(-)	5	0.8163548163548163	PF3D7_1003400	5023.031185031185
PF3D7_1420500	PF3D7_1420500.1	protein GPR89, putative	2877.333333	653.6666667	202	3531	0.814877749	0.185122251	0.05720759	1	3531	location=Pf3D7_14_v3:849819-853349(-)	4	0.7823439878234398	PF3D7_1420500	2762.456621004566
PF3D7_0608100	PF3D7_0608100.1	conserved Plasmodium protein, unknown function	3259.333333	709.6666667	227	3969	0.821197615	0.178802385	0.057193248	1	3969	location=Pf3D7_06_v3:337792-341760(+)	6	0.8032786885245902	PF3D7_0608100	3188.2131147540986
PF3D7_1416400	PF3D7_1416400.1	conserved protein, unknown function	1587.333333	353.6666667	111	1941	0.817791516	0.182208484	0.057187017	1	4001	location=Pf3D7_14_v3:661098-665098(-)	6	0.827037773359841	PF3D7_1416400	1605.2803180914514
PF3D7_1126300	PF3D7_1126300.1	DnaJ protein, putative	1525.0	329.0	106	1854	0.822545847	0.177454153	0.057173679	1	2569	location=Pf3D7_11_v3:1026976-1029544(+)	6	0.8075221238938053	PF3D7_1126300	1497.146017699115
